ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,market_cap_m,mcap_band,near_52w_low,shares_approximate,entry_price,outcome_7d,outcome_10d,outcome_30d,outcome_7d_date,outcome_10d_date,outcome_30d_date,delisted_or_acquired,notes,iwm_30d,alpha_30d,alpha_win,year
PB,Prosperity Bancshares Inc,2020-03-24,2020-03-09,2020-03-23,1261438,3,3534.5,$500M-$5B,True,False,39.68449401855469,0.06,-7.03,2.32,2020-03-31,2020-04-03,2020-04-23,False,,10.7899,-8.469899999999999,False,2020
CNO,"Cno Financial Group, Inc.",2020-03-24,2020-03-23,2020-03-23,301170,2,1446.4,$500M-$5B,False,False,11.280709266662598,-3.8,-16.61,-7.38,2020-03-31,2020-04-03,2020-04-23,False,,10.7899,-18.1699,False,2020
CIM,Chimera Investment Corp,2020-03-24,2020-03-18,2020-03-18,1297220,3,2031.0,$500M-$5B,True,False,13.302935600280762,1.91,-19.81,-16.9,2020-03-31,2020-04-03,2020-04-23,False,,10.7899,-27.689899999999998,False,2020
BCO,Brinks Co,2020-03-25,2020-03-03,2020-03-05,1795125,3,2340.6,$500M-$5B,False,False,50.75105285644531,-14.49,-14.7,-18.94,2020-04-01,2020-04-06,2020-04-24,False,,11.3121,-30.2521,False,2020
SFIX,"Stitch Fix, Inc.",2020-04-13,2020-03-12,2020-03-12,3825224,2,1552.0,$500M-$5B,False,False,16.40999984741211,-4.36,-5.3,13.04,2020-04-20,2020-04-23,2020-05-13,False,,1.9523,11.0877,True,2020
SFIX,"Stitch Fix, Inc.",2020-04-13,2020-04-09,2020-04-09,31609300,2,1552.0,$500M-$5B,False,False,16.40999984741211,-4.36,-5.3,13.04,2020-04-20,2020-04-23,2020-05-13,False,,1.9523,11.0877,True,2020
KROS,"Keros Therapeutics, Inc.",2020-04-13,2020-04-13,2020-04-13,4160000,3,445.8,$200M-$500M,False,False,27.489999771118164,1.86,7.2,4.58,2020-04-20,2020-04-23,2020-05-13,False,,1.9523,2.6277,True,2020
EIG,"Employers Holdings, Inc.",2020-05-07,2020-04-28,2020-05-05,954340,2,720.3,$500M-$5B,True,False,23.9166202545166,-9.59,-1.56,12.51,2020-05-14,2020-05-18,2020-06-08,False,,20.1271,-7.617099999999999,False,2020
CRK,Comstock Resources Inc,2020-05-14,2020-05-14,2020-05-14,308561,2,801.7,$500M-$5B,True,False,4.408045291900635,10.97,10.97,5.38,2020-05-21,2020-05-26,2020-06-15,False,,14.9015,-9.5215,False,2020
PENN,Penn National Gaming Inc,2020-05-18,2020-05-13,2020-05-13,1499958,2,2969.6,$500M-$5B,False,False,23.729999542236328,23.43,33.08,36.79,2020-05-26,2020-05-28,2020-06-17,False,,7.2124,29.5776,True,2020
BCO,Brinks Co,2020-05-18,2020-05-12,2020-05-14,792211,3,1943.7,$500M-$5B,False,False,35.344383239746094,11.76,9.72,24.66,2020-05-26,2020-05-28,2020-06-17,False,,7.2124,17.4476,True,2020
OEC,Orion Engineered Carbons S.A.,2020-05-26,2020-05-15,2020-05-22,563988,2,583.7,$500M-$5B,False,False,11.505910873413086,-4.5,7.98,-11.8,2020-06-02,2020-06-05,2020-06-25,False,,1.5456,-13.345600000000001,False,2020
VERI,"Veritone, Inc.",2020-06-17,2020-06-05,2020-06-15,598274,2,374.0,$200M-$500M,False,False,16.889999389648438,-0.95,0.24,-29.04,2020-06-24,2020-06-29,2020-07-17,False,,3.3999,-32.4399,False,2020
CNNE,"Cannae Holdings, Inc.",2020-06-17,2020-06-15,2020-06-15,1250026,2,3182.1,$500M-$5B,False,False,35.05300521850586,5.28,9.89,8.58,2020-06-24,2020-06-29,2020-07-17,False,,3.3999,5.1800999999999995,True,2020
NKTX,"Nkarta, Inc.",2020-07-16,2020-07-14,2020-07-14,102999978,4,1182.4,$500M-$5B,False,False,37.02000045776367,-18.02,-25.2,-27.42,2020-07-23,2020-07-27,2020-08-17,False,,8.0323,-35.4523,False,2020
ANNX,"Annexon, Inc.",2020-07-30,2020-07-28,2020-07-28,15300000,2,662.9,$500M-$5B,False,False,18.229999542236328,16.13,20.79,35.33,2020-08-06,2020-08-10,2020-08-31,False,,4.4838,30.8462,True,2020
AFIB,"Acutus Medical, Inc.",2020-08-12,2020-08-10,2020-08-10,34470000,2,681.7,$500M-$5B,False,False,24.5,10.49,12.24,39.76,2020-08-19,2020-08-24,2020-09-11,False,,-5.3136,45.0736,True,2020
RRR,"Red Rock Resorts, Inc.",2020-08-13,2020-08-06,2020-08-11,46559864,2,1432.5,$500M-$5B,False,False,12.927995681762695,6.6,3.51,10.36,2020-08-20,2020-08-24,2020-09-14,False,,-2.6147,12.974699999999999,True,2020
RRR,"Red Rock Resorts, Inc.",2020-08-25,2020-08-10,2020-08-21,43035870,2,1580.7,$500M-$5B,False,False,13.884445190429688,5.68,0.75,-4.59,2020-09-01,2020-09-04,2020-09-24,False,,-7.5325,2.9425,True,2020
GOVX,"Geovax Labs, Inc.",2020-09-29,2020-09-29,2020-09-29,710270,2,851.0,$500M-$5B,False,False,1196.25,-13.17,0.94,-9.09,2020-10-06,2020-10-09,2020-10-29,False,,3.8837,-12.973700000000001,False,2020
PBF,Pbf Energy Inc.,2020-10-01,2020-09-28,2020-09-30,571055,3,605.0,$500M-$5B,True,False,5.395981788635254,8.86,3.34,-15.05,2020-10-08,2020-10-12,2020-11-02,False,,2.3919,-17.4419,False,2020
PMVP,"Pmv Pharmaceuticals, Inc.",2020-10-02,2020-09-25,2020-09-29,19089990,2,1477.2,$500M-$5B,False,False,32.95000076293945,4.73,5.64,6.22,2020-10-09,2020-10-12,2020-11-02,False,,1.9431,4.2768999999999995,True,2020
HRMY,"Harmony Biosciences Holdings, Inc.",2020-10-16,2020-08-21,2020-08-21,11327496,2,2517.8,$500M-$5B,False,False,38.9900016784668,4.03,2.31,10.08,2020-10-23,2020-10-26,2020-11-16,False,,9.4117,0.6683000000000003,True,2020
EBC,"Eastern Bankshares, Inc.",2020-10-16,2020-10-14,2020-10-14,5723690,7,2100.5,$500M-$5B,False,False,10.397253036499023,3.11,1.6,17.24,2020-10-23,2020-10-26,2020-11-16,False,,9.4117,7.828299999999999,True,2020
ARRY,"Array Technologies, Inc.",2020-10-19,2020-10-19,2020-10-19,4836480,2,4946.4,$500M-$5B,False,False,38.5,2.6,-1.79,9.01,2020-10-26,2020-10-29,2020-11-18,False,,9.6939,-0.6838999999999995,False,2020
TARS,"Tarsus Pharmaceuticals, Inc.",2020-10-20,2020-10-20,2020-10-20,10700000,3,408.5,$200M-$500M,False,False,24.5,-17.57,-16.57,-4.49,2020-10-27,2020-10-30,2020-11-19,False,,10.2949,-14.7849,False,2020
ALGS,"Aligos Therapeutics, Inc.",2020-10-22,2020-10-20,2020-10-20,6000000,2,2331.4,$500M-$5B,False,True,377.5,-2.12,-0.66,26.62,2020-10-29,2020-11-02,2020-11-23,False,,11.5278,15.092200000000002,True,2020
KROS,"Keros Therapeutics, Inc.",2020-11-19,2020-11-17,2020-11-17,6000000,2,1610.7,$500M-$5B,False,False,71.08000183105469,6.92,6.37,6.12,2020-11-27,2020-11-30,2020-12-21,False,,10.4559,-4.3359,False,2020
ORGO,Organogenesis Holdings Inc.,2020-11-19,2020-11-17,2020-11-17,5415494,2,529.2,$500M-$5B,False,False,5.079999923706055,-1.77,1.38,21.26,2020-11-27,2020-11-30,2020-12-21,False,,10.4559,10.804100000000002,True,2020
STOK,"Stoke Therapeutics, Inc.",2020-11-25,2020-11-24,2020-11-24,29250000,2,1726.2,$500M-$5B,False,False,51.16999816894531,-10.06,-4.08,18.92,2020-12-02,2020-12-07,2020-12-28,False,,8.3331,10.586900000000002,True,2020
LIXT,"Lixte Biotechnology Holdings, Inc.",2020-12-07,2020-11-30,2020-11-30,850231,3,451.7,$200M-$500M,True,False,37.29999923706055,-8.04,11.26,-13.94,2020-12-14,2020-12-17,2021-01-06,False,,8.9119,-22.8519,False,2020
SEER,"Seer, Inc.",2020-12-10,2020-12-08,2020-12-08,31909987,2,4815.2,$500M-$5B,False,False,75.6500015258789,-11.76,-25.83,-17.99,2020-12-17,2020-12-21,2021-01-11,False,,8.862,-26.851999999999997,False,2020
LXRX,"Lexicon Pharmaceuticals, Inc.",2020-12-17,2020-12-16,2020-12-16,70000000,2,424.1,$200M-$500M,False,False,3.390000104904175,2.95,0.88,134.22,2020-12-24,2020-12-28,2021-01-19,False,,8.7422,125.4778,True,2020
MASS,908 Devices Inc.,2020-12-22,2020-12-22,2020-12-22,12000000,2,1474.8,$500M-$5B,False,False,61.790000915527344,-9.4,-11.46,1.15,2020-12-29,2021-01-04,2021-01-21,False,,7.6319,-6.4818999999999996,False,2020
RILY,"B. Riley Financial, Inc.",2021-01-13,2021-01-13,2021-01-13,5060000,2,855.9,$500M-$5B,False,False,32.454437255859375,-3.72,2.21,13.16,2021-01-20,2021-01-25,2021-02-12,False,,8.348,4.811999999999999,True,2021
CGEM,"Cullinan Management, Inc.",2021-01-14,2021-01-12,2021-01-12,16800000,3,1418.7,$500M-$5B,False,False,35.08000183105469,8.84,10.01,21.24,2021-01-21,2021-01-25,2021-02-16,False,,5.5576,15.682399999999998,True,2021
DFH,"Dream Finders Homes, Inc.",2021-01-27,2021-01-25,2021-01-25,1170000,2,2079.9,$500M-$5B,False,False,20.600000381469727,26.21,45.19,13.74,2021-02-03,2021-02-08,2021-02-26,False,,4.26,9.48,True,2021
TERN,"Terns Pharmaceuticals, Inc.",2021-02-09,2021-02-09,2021-02-09,19380000,2,498.9,$200M-$500M,False,False,21.56999969482422,-2.74,-4.03,8.76,2021-02-16,2021-02-19,2021-03-11,False,,1.6814,7.0786,True,2021
DCOM,"Dime Community Bancshares, Inc. /ny/",2021-02-16,2021-02-02,2021-02-16,10820745,2,740.3,$500M-$5B,False,False,22.946836471557617,4.88,6.21,16.18,2021-02-23,2021-02-26,2021-03-18,False,,-0.2613,16.4413,True,2021
ADC,Agree Realty Corp,2021-03-04,2021-03-02,2021-03-03,755591,3,3213.5,$500M-$5B,False,False,51.76102828979492,2.11,7.69,7.11,2021-03-11,2021-03-15,2021-04-05,False,,5.724,1.3860000000000001,True,2021
EWTX,"Edgewise Therapeutics, Inc.",2021-03-31,2021-03-30,2021-03-30,25750000,3,1545.9,$500M-$5B,False,False,30.01000022888184,-0.03,-4.67,-4.57,2021-04-07,2021-04-12,2021-04-30,False,,1.7878,-6.3578,False,2021
DSGN,"Design Therapeutics, Inc.",2021-04-01,2021-03-30,2021-03-30,5500000,2,1580.7,$500M-$5B,False,False,29.420000076293945,-0.2,-14.11,-6.63,2021-04-08,2021-04-12,2021-05-03,False,,1.0056,-7.6356,False,2021
PACK,Ranpak Holdings Corp.,2021-04-05,2020-06-01,2020-06-08,2597505,2,1601.2,$500M-$5B,False,False,20.600000381469727,-1.65,-9.03,-2.23,2021-04-12,2021-04-15,2021-05-05,False,,-1.1424,-1.0876,False,2021
CTOS,"Custom Truck One Source, Inc.",2021-04-05,2021-04-01,2021-04-01,875000,3,449.3,$200M-$500M,False,False,9.479999542236328,3.69,3.27,11.29,2021-04-12,2021-04-15,2021-05-05,False,,-1.1424,12.4324,True,2021
RXRX,"Recursion Pharmaceuticals, Inc.",2021-04-20,2021-04-16,2021-04-16,51799986,2,4854.9,$500M-$5B,False,False,32.54999923706055,-3.41,2.61,-30.11,2021-04-27,2021-04-30,2021-05-20,False,,1.0176,-31.1276,False,2021
HOWL,"Werewolf Therapeutics, Inc.",2021-05-06,2021-05-04,2021-05-04,38944928,7,375.6,$200M-$500M,False,False,14.25,-18.6,-16.0,-14.81,2021-05-13,2021-05-17,2021-06-07,False,,3.5312,-18.3412,False,2021
FSBC,Five Star Bancorp,2021-05-06,2021-05-04,2021-05-04,994180,3,344.6,$200M-$500M,False,False,21.67578887939453,0.16,4.42,4.46,2021-05-13,2021-05-17,2021-06-07,False,,3.5312,0.9287999999999998,True,2021
SMMT,Summit Therapeutics Inc.,2021-05-14,2021-05-12,2021-05-12,61596189,2,448.6,$200M-$500M,False,False,6.849999904632568,23.5,11.68,-3.36,2021-05-21,2021-05-24,2021-06-14,False,,4.6815,-8.0415,False,2021
VERA,"Vera Therapeutics, Inc.",2021-05-18,2021-05-18,2021-05-18,34499971,4,252.9,$200M-$500M,False,False,15.260000228881836,29.36,13.04,1.05,2021-05-25,2021-05-28,2021-06-17,False,,3.6384,-2.5884,False,2021
CWGL,"Crimson Wine Group, Ltd",2021-05-24,2021-05-20,2021-05-20,6221876,2,204.3,$200M-$500M,False,False,9.100000381469728,-2.2,0.0,3.3,2021-06-01,2021-06-03,2021-06-23,False,,3.4343,-0.13430000000000009,False,2021
JANX,"Janux Therapeutics, Inc.",2021-06-16,2021-06-15,2021-06-15,32099961,3,753.3,$500M-$5B,False,False,18.65999984741211,24.38,31.94,43.35,2021-06-23,2021-06-28,2021-07-16,False,,-6.4906,49.8406,True,2021
UHAL,Amerco /nv/,2021-06-16,2021-06-15,2021-06-15,90278614,2,1043.7,$500M-$5B,False,False,52.92890930175781,3.74,7.9,7.26,2021-06-23,2021-06-28,2021-07-16,False,,-6.4906,13.750599999999999,True,2021
IPSC,"Century Therapeutics, Inc.",2021-06-23,2021-06-22,2021-06-22,17000000,2,1400.2,$500M-$5B,False,False,25.209999084472656,16.38,8.37,15.99,2021-06-30,2021-07-06,2021-07-23,False,,-3.9841,19.9741,True,2021
RIG,Transocean Ltd.,2021-06-28,2021-06-15,2021-06-25,108226000,2,2666.7,$500M-$5B,False,False,4.650000095367432,0.86,-2.58,-22.15,2021-07-06,2021-07-08,2021-07-28,False,,-4.1746,-17.9754,False,2021
GLUE,"Monte Rosa Therapeutics, Inc.",2021-06-30,2021-06-28,2021-06-28,265350010,15,965.7,$500M-$5B,False,False,22.239999771118164,-11.74,-13.49,10.25,2021-07-07,2021-07-12,2021-07-30,False,,-3.6273,13.8773,True,2021
CVRX,"Cvrx, Inc.",2021-07-07,2021-07-02,2021-07-02,13513500,3,371.6,$200M-$500M,False,False,18.38999938964844,12.72,9.24,18.16,2021-07-14,2021-07-19,2021-08-06,False,,-0.1653,18.3253,True,2021
DNUT,"Krispy Kreme, Inc.",2021-07-08,2021-07-06,2021-07-06,98962507,2,2796.3,$500M-$5B,False,False,18.42119598388672,-11.3,-12.08,-17.57,2021-07-15,2021-07-19,2021-08-09,False,,0.2075,-17.7775,False,2021
ABOS,"Acumen Pharmaceuticals, Inc.",2021-07-08,2021-07-06,2021-07-06,28696000,3,657.6,$500M-$5B,False,False,18.899999618530277,-8.47,1.11,-20.42,2021-07-15,2021-07-19,2021-08-09,False,,0.2075,-20.6275,False,2021
AFIB,"Acutus Medical, Inc.",2021-07-21,2021-07-19,2021-07-19,29999984,2,405.3,$200M-$500M,False,False,16.329999923706055,-7.35,-4.84,-18.86,2021-07-28,2021-08-02,2021-08-20,False,,-2.9451,-15.9149,False,2021
CADL,"Candel Therapeutics, Inc.",2021-08-04,2021-07-29,2021-07-29,13200000,2,208.5,$200M-$500M,False,False,7.590000152587891,11.33,-3.95,7.38,2021-08-11,2021-08-16,2021-09-03,False,,4.5161,2.8639,True,2021
GPMT,Granite Point Mortgage Trust Inc.,2021-08-12,2021-08-12,2021-08-12,205332,2,430.2,$200M-$500M,False,False,8.074434280395508,-3.21,0.07,-0.22,2021-08-19,2021-08-23,2021-09-13,False,,-0.1255,-0.0945,False,2021
OSBC,Old Second Bancorp Inc,2021-08-12,2021-08-12,2021-08-12,211449,2,313.7,$200M-$500M,False,False,11.272990226745604,-2.07,-1.24,0.83,2021-08-19,2021-08-23,2021-09-13,False,,-0.1255,0.9555,True,2021
RILY,"B. Riley Financial, Inc.",2021-08-19,2021-08-17,2021-08-19,8500229,2,1309.0,$500M-$5B,False,False,47.19020080566406,2.85,4.62,-9.03,2021-08-26,2021-08-30,2021-09-20,False,,2.4771,-11.5071,False,2021
BMEA,"Biomea Fusion, Inc.",2021-08-19,2021-04-15,2021-04-15,6603590,2,306.5,$200M-$500M,True,False,11.170000076293944,16.29,23.19,-7.34,2021-08-26,2021-08-30,2021-09-20,False,,2.4771,-9.8171,False,2021
RRGB,Red Robin Gourmet Burgers Inc,2021-08-24,2021-08-23,2021-08-24,334450,2,354.0,$200M-$500M,False,False,24.07999992370605,1.66,0.08,-1.04,2021-08-31,2021-09-03,2021-09-23,False,,1.3662,-2.4062,False,2021
HUMA,"Humacyte, Inc.",2021-08-27,2021-08-26,2021-08-26,30450000,2,2708.6,$500M-$5B,False,True,13.300000190734863,4.06,4.96,-3.98,2021-09-03,2021-09-07,2021-09-27,False,,0.3162,-4.2962,False,2021
SLQT,"Selectquote, Inc.",2021-08-30,2021-08-30,2021-08-30,3905101,3,1454.9,$500M-$5B,True,False,9.550000190734863,31.2,37.59,34.66,2021-09-07,2021-09-09,2021-09-29,False,,-1.77,36.43,True,2021
FOA,Finance of America Companies Inc.,2021-09-02,2021-08-18,2021-09-01,981784,2,3269.5,$500M-$5B,True,False,56.400001525878906,-5.5,-10.82,-12.23,2021-09-09,2021-09-13,2021-10-04,False,,-3.5336,-8.6964,False,2021
DNUT,"Krispy Kreme, Inc.",2021-09-07,2021-08-19,2021-09-02,27773617,2,2387.4,$500M-$5B,True,False,14.524954795837402,2.3,0.0,-9.6,2021-09-14,2021-09-17,2021-10-07,False,,-1.0838,-8.5162,False,2021
XPOF,"Xponential Fitness, Inc.",2021-09-15,2021-09-10,2021-09-14,310533,2,547.2,$500M-$5B,True,False,12.1899995803833,-8.45,-0.41,30.19,2021-09-22,2021-09-27,2021-10-15,False,,1.717,28.473000000000003,True,2021
OSCR,"Oscar Health, Inc.",2021-09-17,2021-09-02,2021-09-16,43548079,2,3634.3,$500M-$5B,False,False,17.149999618530273,-0.99,3.79,-13.59,2021-09-24,2021-09-27,2021-10-18,False,,1.4526,-15.0426,False,2021
ACT,"Enact Holdings, Inc.",2021-09-20,2021-09-20,2021-09-20,1178000,3,2604.6,$500M-$5B,False,False,16.123607635498047,8.9,9.6,15.69,2021-09-27,2021-09-30,2021-10-20,False,,5.0043,10.6857,True,2021
TRDA,"Entrada Therapeutics, Inc.",2021-11-05,2021-11-02,2021-11-02,16000000,5,743.6,$500M-$5B,False,False,26.700000762939453,21.35,28.99,-16.63,2021-11-12,2021-11-15,2021-12-06,False,,-9.4248,-7.2052,False,2021
CMTG,"Claros Mortgage Trust, Inc.",2021-11-09,2021-11-05,2021-11-05,5373009,2,1771.0,$500M-$5B,False,False,12.644622802734377,0.59,3.54,-0.94,2021-11-16,2021-11-19,2021-12-09,False,,-8.5548,7.614800000000001,True,2021
PRM,"Perimeter Solutions, Sa",2021-11-10,2021-11-09,2021-11-09,5698710,3,2011.4,$500M-$5B,False,True,13.170000076293944,-0.23,-1.82,-10.63,2021-11-17,2021-11-22,2021-12-10,False,,-7.3478,-3.2822000000000005,False,2021
IOBT,"Io Biotech, Inc.",2021-11-12,2021-11-09,2021-11-09,34549998,2,319.0,$200M-$500M,False,False,11.199999809265137,-22.23,-30.89,-10.45,2021-11-19,2021-11-22,2021-12-13,False,,-9.5214,-0.9285999999999994,False,2021
DNUT,"Krispy Kreme, Inc.",2021-11-15,2021-11-11,2021-11-11,1247607,2,2298.2,$500M-$5B,True,False,13.922733306884766,-3.44,6.19,10.04,2021-11-22,2021-11-26,2021-12-15,False,,-8.5135,18.5535,True,2021
SLVM,Sylvamo Corp,2021-11-16,2021-11-11,2021-11-15,1847245,3,1304.6,$500M-$5B,False,False,29.51760482788086,-6.24,-6.15,-17.14,2021-11-23,2021-11-26,2021-12-16,False,,-10.5287,-6.6113,False,2021
UAN,"Cvr Partners, LP",2021-11-17,2021-11-15,2021-11-16,554700,2,414.5,$200M-$500M,False,False,40.454383850097656,0.05,-1.9,-2.87,2021-11-24,2021-11-29,2021-12-17,False,,-8.5078,5.6377999999999995,True,2021
VCTR,"Victory Capital Holdings, Inc.",2021-11-22,2021-11-22,2021-11-22,1277478,2,2013.8,$500M-$5B,False,False,30.39118003845215,-0.11,3.04,2.36,2021-11-29,2021-12-02,2021-12-22,False,,-4.6523,7.0123,True,2021
ATEC,"Alphatec Holdings, Inc.",2021-11-26,2021-11-11,2021-11-23,3299541,3,1049.5,$500M-$5B,True,False,10.81999969482422,-0.65,5.45,15.34,2021-12-03,2021-12-06,2021-12-27,False,,0.8754,14.4646,True,2021
PGEN,"Precigen, Inc.",2021-11-30,2021-11-19,2021-11-26,3735618,2,890.7,$500M-$5B,True,False,3.849999904632568,2.34,0.0,-0.78,2021-12-07,2021-12-10,2021-12-30,False,,2.4922,-3.2721999999999998,False,2021
KD,"Kyndryl Holdings, Inc.",2021-11-30,2021-11-29,2021-11-29,1245056,2,3541.3,$500M-$5B,True,False,15.75,21.46,15.37,16.7,2021-12-07,2021-12-10,2021-12-30,False,,2.4922,14.207799999999999,True,2021
SLVM,Sylvamo Corp,2021-11-30,2021-11-15,2021-11-29,938061,2,1193.5,$500M-$5B,False,False,27.8375244140625,2.28,-2.44,-9.44,2021-12-07,2021-12-10,2021-12-30,False,,2.4922,-11.9322,False,2021
CHGG,"Chegg, Inc",2021-12-03,2021-12-01,2021-12-01,1276708,2,4139.7,$500M-$5B,True,False,29.43000030517578,-6.32,-5.13,5.74,2021-12-10,2021-12-13,2022-01-03,False,,5.2604,0.47960000000000047,True,2021
EVER,"Everquote, Inc.",2021-12-07,2021-11-23,2021-12-06,2738845,2,434.3,$200M-$500M,False,False,15.9399995803833,-5.65,-2.13,-2.7,2021-12-14,2021-12-17,2022-01-06,False,,-2.158,-0.5420000000000003,False,2021
EVER,"Everquote, Inc.",2021-12-15,2021-12-06,2021-12-14,3645208,2,454.1,$200M-$500M,False,False,15.760000228881836,2.03,-2.54,2.66,2021-12-22,2021-12-27,2022-01-14,False,,-1.5029,4.1629000000000005,True,2021
ARHS,"Arhaus, Inc.",2021-12-15,2021-12-10,2021-12-14,697550,2,2307.1,$500M-$5B,False,False,10.323647499084473,-5.8,-3.12,-7.14,2021-12-22,2021-12-27,2022-01-14,False,,-1.5029,-5.6371,False,2021
GIC,Global Industrial Co,2021-12-16,2021-12-16,2021-12-16,184100315,3,1321.2,$500M-$5B,False,False,35.60779571533203,1.75,3.43,-10.43,2021-12-23,2021-12-27,2022-01-18,False,,-2.5096,-7.9204,False,2021
AMRX,"Amneal Pharmaceuticals, Inc.",2021-12-17,2021-12-15,2021-12-15,1251000,2,637.8,$500M-$5B,True,False,4.559999942779541,11.62,11.62,-1.32,2021-12-27,2021-12-27,2022-01-18,False,,-3.3978,2.0778,True,2021
PRGO,Perrigo Co Plc,2021-12-20,2021-12-03,2021-12-17,1239177,3,4397.6,$500M-$5B,True,False,33.53178405761719,1.4,-0.2,1.53,2021-12-27,2021-12-30,2022-01-19,False,,-3.6159,5.1459,True,2021
PSN,Parsons Corp,2021-12-20,2021-12-15,2021-12-16,1246797,2,3200.7,$500M-$5B,True,False,32.900001525878906,3.68,2.83,-2.22,2021-12-27,2021-12-30,2022-01-19,False,,-3.6159,1.3958999999999997,True,2021
BDSX,Biodesix Inc,2022-01-31,2021-12-30,2021-12-30,20699994,2,2456.6,$500M-$5B,False,False,79.80000305175781,-12.28,-10.03,-39.6,2022-02-07,2022-02-10,2022-03-02,False,,1.4907,-41.0907,False,2022
ACLX,"Arcellx, Inc.",2022-02-09,2022-02-08,2022-02-08,36249990,2,550.1,$500M-$5B,False,False,16.860000610351562,2.02,10.62,-1.07,2022-02-16,2022-02-22,2022-03-11,False,,-4.782,3.7119999999999997,True,2022
LOB,"Live Oak Bancshares, Inc.",2022-02-11,2022-02-09,2022-02-09,1399565,2,2597.4,$500M-$5B,False,False,62.37394332885742,0.58,-4.46,-10.64,2022-02-18,2022-02-22,2022-03-14,False,,-4.3053,-6.334700000000001,False,2022
SKYX,Sql Technologies Corp.,2022-02-16,2022-02-14,2022-02-14,3499958,2,1015.3,$500M-$5B,False,False,13.890000343322754,0.07,-24.41,-2.74,2022-02-23,2022-02-28,2022-03-18,False,,0.3777,-3.1177,False,2022
NOTV,"Inotiv, Inc.",2022-02-22,2022-02-16,2022-02-18,489360,3,653.3,$500M-$5B,False,False,22.670000076293945,14.38,5.82,0.49,2022-03-01,2022-03-04,2022-03-24,False,,4.8737,-4.3837,False,2022
AMWD,American Woodmark Corp,2022-03-03,2022-03-01,2022-03-01,218829,2,959.3,$500M-$5B,False,False,58.81999969482422,0.71,-4.37,-13.75,2022-03-10,2022-03-14,2022-04-04,False,,3.2201,-16.9701,False,2022
JRVR,"James River Group Holdings, Ltd.",2022-03-07,2022-03-03,2022-03-04,1284743,2,772.6,$500M-$5B,True,False,21.11458778381348,-5.13,-1.12,12.7,2022-03-14,2022-03-17,2022-04-06,False,,3.5016,9.1984,True,2022
HLMN,Hillman Solutions Corp.,2022-03-07,2022-03-07,2022-03-07,1496500,2,2028.5,$500M-$5B,False,False,10.31999969482422,0.39,7.46,12.4,2022-03-14,2022-03-17,2022-04-06,False,,3.5016,8.8984,True,2022
FRST,Primis Financial Corp.,2022-03-10,2022-03-08,2022-03-08,451526,2,1276.5,$500M-$5B,False,False,12.29687786102295,0.7,-0.07,-3.94,2022-03-17,2022-03-21,2022-04-11,False,,-1.4974,-2.4425999999999997,False,2022
DOUG,Douglas Elliman Inc.,2022-03-14,2022-03-04,2022-03-10,512200,2,487.6,$200M-$500M,True,False,6.085137844085693,16.29,8.99,5.27,2022-03-21,2022-03-24,2022-04-13,False,,4.46,0.8099999999999996,True,2022
JHG,Janus Henderson Group Plc,2022-03-15,2022-03-07,2022-03-11,185710056,2,4751.7,$500M-$5B,False,False,29.091426849365234,1.87,-0.68,-7.12,2022-03-22,2022-03-25,2022-04-14,False,,1.824,-8.944,False,2022
EXLS,"Exlservice Holdings, Inc.",2022-03-18,2022-03-11,2022-03-16,604727,4,913.6,$500M-$5B,False,False,27.70400047302246,-1.28,-1.6,3.87,2022-03-25,2022-03-28,2022-04-18,False,,-4.4684,8.3384,True,2022
ANIP,Ani Pharmaceuticals Inc,2022-03-23,2022-03-17,2022-03-21,751587,3,491.1,$200M-$500M,True,False,27.950000762939453,3.11,4.36,15.53,2022-03-30,2022-04-04,2022-04-22,False,,-5.317,20.847,True,2022
ORIC,"Oric Pharmaceuticals, Inc.",2022-03-31,2022-03-23,2022-03-31,2045332,2,210.6,$200M-$500M,False,False,6.599999904632568,-18.79,-29.85,-46.36,2022-04-07,2022-04-11,2022-05-02,False,,-8.9541,-37.4059,False,2022
JHG,Janus Henderson Group Plc,2022-03-31,2022-03-29,2022-03-29,48642122,2,4888.5,$500M-$5B,False,False,29.421730041503903,-5.05,-5.25,-13.58,2022-04-07,2022-04-11,2022-05-02,False,,-8.9541,-4.6259,False,2022
VERA,"Vera Therapeutics, Inc.",2022-04-05,2022-02-10,2022-02-10,8999985,2,627.1,$500M-$5B,False,False,22.81999969482422,-1.23,1.88,-18.54,2022-04-12,2022-04-18,2022-05-05,False,,-8.5325,-10.007499999999999,False,2022
BRZE,"Braze, Inc.",2022-04-12,2022-04-06,2022-04-08,29999978,2,3645.4,$500M-$5B,False,False,43.52000045776367,7.97,-3.86,-32.19,2022-04-19,2022-04-22,2022-05-12,False,,-12.4569,-19.7331,False,2022
WULF,Terawulf Inc.,2022-04-13,2022-04-11,2022-04-11,3749998,2,595.0,$500M-$5B,False,False,5.679999828338623,-5.46,-29.93,-40.67,2022-04-20,2022-04-25,2022-05-13,False,,-11.3683,-29.301700000000004,False,2022
PLAY,"Dave &amp; Buster'S Entertainment, Inc.",2022-04-14,2022-04-08,2022-04-13,632200,2,2233.1,$500M-$5B,False,False,47.709999084472656,-1.13,1.72,-21.63,2022-04-21,2022-04-25,2022-05-16,False,,-10.9268,-10.703199999999999,False,2022
