ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,insider_names
LILA,Liberty Latin America Ltd.,2019-06-28,2019-06-27,2019-06-27,508351,2,Nair Balan; Noyes Christopher J
BHVN,Biohaven Pharmaceutical Holding Co Ltd.,2019-06-28,2019-06-26,2019-06-27,308725,2,Coric Vlad; Engelhart James
MORF,"Morphic Holding, Inc.",2019-07-01,2019-06-28,2019-07-01,14499990,4,"Novo Holdings A/s; Omega Fund V, L.P.; Springer Timothy A; Stampacchia Otello"
RMBI,"Richmond Mutual Bancorporation, Inc.",2019-07-01,2019-07-01,2019-07-01,800000,4,Brittenham Beth A.; Kleer Garry D.; Stoops Pamela S.; Weinert Robin S.
KRTX,"Karuna Therapeutics, Inc.",2019-07-02,2019-06-28,2019-07-02,3430424,2,Nelsen Robert; Paul Steven M
EIDX,"Eidos Therapeutics, Inc.",2019-07-08,2019-07-03,2019-07-03,79148388,3,Aguiar Eric; Kumar Neil; Satvat Ali J.
GEF,Greif Inc,2019-07-08,2019-07-02,2019-07-05,614526,2,Hilsheimer Lawrence A.; Watson Peter G
FULC,"Fulcrum Therapeutics, Inc.",2019-07-23,2019-07-22,2019-07-22,7300000,5,"6 Dimensions Capital, L.P.; Levin Mark J; Sanofi; Third Rock Ventures Iii, L.P.; Third Rock Ventures Iv, L.P."
MIRM,"Mirum Pharmaceuticals, Inc.",2019-07-24,2019-07-22,2019-07-22,108105000,16,"Barris Peter J; Baskett Forest; Behbahani Ali; Chang Carmen; Florence Anthony A. Jr.; Flynn James E; Frazier Life Sciences Ix, L.P.; Heron Patrick J; Makhzoumi Mohamad; Makower Joshua; Mott David M; New Enterprise Associates 16, L.P.; Novo Holdings A/s; Sandell Scott D; Sonsini Peter W.; Walker Paul Edward"
SBE.U,Switchback Energy Acquisition Corp,2019-07-30,2019-07-30,2019-07-30,1460000,2,McNeill Scott K.; Mutrie James E.
VCNX,"Vaccinex, Inc.",2019-07-31,2019-07-30,2019-07-30,8250001,2,Friedberg Albert; Zauderer Maurice
CSTL,Castle Biosciences Inc,2019-07-31,2019-07-29,2019-07-29,7355920,3,"Cook Joseph C. III; Kabakoff David S; Sofinnova Healthquest Partners, L.P."
FLLCU,Fellazo Inc.,2019-07-31,2019-07-29,2019-07-29,6435000,3,Chong Jonathan Peng Fai; Toh Anderson Heng Hee; Wong Ting Lun
LVGO,"Livongo Health, Inc.",2019-07-31,2019-07-29,2019-07-29,162970248,2,Kinnevik Ab (Publ); Taneja Hemant
FIX,Comfort Systems USA Inc,2019-08-01,2019-07-29,2019-08-01,333863,2,George William III; Myers Franklin
ESPR,"Esperion Therapeutics, Inc.",2019-08-02,2019-07-23,2019-08-01,2330365,2,Biotech Target N V; Mayleben Timothy M
ETRN,Equitrans Midstream Corp,2019-08-05,2019-08-01,2019-08-02,3470613,2,Karam Thomas F; Oliver Kirk R
ALGN,Align Technology Inc,2019-08-06,2019-08-02,2019-08-06,1205090,2,Hogan Joseph M; Pudipeddi Vamsi Mohan Raj
ADM,Archer-Daniels-Midland Co,2019-08-06,2019-08-06,2019-08-06,324889,2,Luciano Juan R; Young Ray G
VERY,"Vericity, Inc.",2019-08-07,2019-08-07,2019-08-07,10558350,3,Campbell Christopher; Harkensee James C; Hohmann James E
WMB,"Williams Companies, Inc.",2019-08-08,2019-08-07,2019-08-07,467049,2,Armstrong Alan S; Chandler John D
