ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,opportunistic_count,routine_insiders,insider_details,insider_vwap,market_cap_m,mcap_band,price,high_52w,low_52w,drawdown_52w_pct,near_52w_low,pre_cluster_close,pre_cluster_crash_pct,cmp_reliable,shares_approximate,entry_price,outcome_7d,outcome_10d,outcome_30d,outcome_60d,outcome_90d,outcome_180d,outcome_7d_date,outcome_10d_date,outcome_30d_date,outcome_60d_date,outcome_90d_date,outcome_180d_date,iwm_7d,iwm_10d,iwm_30d,iwm_60d,iwm_90d,iwm_180d,alpha_7d,alpha_10d,alpha_30d,alpha_60d,alpha_90d,alpha_180d,delisted_or_acquired,notes
SKT,Tanger Inc.,2019-08-21,2019-08-19,2019-08-21,391190,3,3,,"[{""name"": ""Reddin Thomas"", ""role"": ""Dir"", ""date"": ""2019-08-19"", ""price"": 14.62, ""value"": 102340.0}, {""name"": ""Tanger Steven B"", ""role"": ""CEO"", ""date"": ""2019-08-20"", ""price"": 14.48, ""value"": 144760.0}, {""name"": ""Henry David"", ""role"": ""Dir"", ""date"": ""2019-08-21"", ""price"": 14.41, ""value"": 144090.0}]",14.49,970.7,$500M-$3B,10.376468658447266,16.706510543823242,10.354714393615723,-37.9,True,11.471400260925293,26.3,True,False,10.550498962402344,-4.26,-1.44,7.97,16.49,10.77,-6.04,2019-08-28,2019-09-03,2019-09-20,2019-10-21,2019-11-19,2020-02-18,-2.3262,-2.2462,3.5993,3.0337,6.4249,12.4746,-1.9338,0.8062,4.3707,13.4563,4.3451,-18.5146,False,
KLXE,"KLX Energy Services Holdings, Inc.",2019-08-22,2019-08-21,2019-08-22,2206484,3,3,,"[{""name"": ""Collins John T"", ""role"": ""Dir"", ""date"": ""2019-08-21"", ""price"": 11.28, ""value"": 112822.0}, {""name"": ""Khoury Amin J"", ""role"": ""COB, CEO, Pres"", ""date"": ""2019-08-21"", ""price"": 11.85, ""value"": 1185130.0}, {""name"": ""McCaffrey Thomas P"", ""role"": ""SVP, CFO"", ""date"": ""2019-08-22"", ""price"": 12.11, ""value"": 908532.0}]",11.92,1262.8,$500M-$3B,54.54999923706055,172.4499969482422,58.20000076293945,-68.4,True,62.79999923706055,-81.0,True,False,52.25,0.57,-6.41,-7.85,-18.09,-49.95,-67.56,2019-08-29,2019-09-03,2019-09-23,2019-10-21,2019-11-20,2020-02-18,2.5304,0.8458,6.7936,6.2927,9.3771,16.0323,-1.9604,-7.2558,-14.6436,-24.3827,-59.3271,-83.5923,False,
CALX,"Calix, Inc.",2019-08-23,2019-07-29,2019-08-23,614409,3,3,,"[{""name"": ""Listwin Donald J"", ""role"": ""Dir"", ""date"": ""2019-07-29"", ""price"": 6.4, ""value"": 122798.0}, {""name"": ""Denuccio Kevin A"", ""role"": ""Dir"", ""date"": ""2019-08-16"", ""price"": 5.76, ""value"": 138284.0}, {""name"": ""Plants J Daniel"", ""role"": ""Dir"", ""date"": ""2019-08-23"", ""price"": 5.88, ""value"": 353327.0}]",5.95,328.2,$200M-$500M,5.920000076293945,11.109999656677246,5.650000095367432,-46.7,True,7.300000190734863,-18.5,True,False,5.900000095367432,1.86,-1.36,5.93,21.69,27.97,74.41,2019-08-30,2019-09-03,2019-09-23,2019-10-22,2019-11-21,2020-02-19,1.231,-0.2516,5.6315,5.252,7.6545,15.3587,0.629,-1.1084,0.2985,16.438,20.3155,59.0513,False,
TH,Target Hospitality Corp.,2019-08-26,2019-08-16,2019-08-26,1296134,3,3,,"[{""name"": ""Lindsay Gary"", ""role"": ""Dir"", ""date"": ""2019-08-16"", ""price"": 6.95, ""value"": 229350.0}, {""name"": ""Sagansky Jeffrey"", ""role"": ""Dir"", ""date"": ""2019-08-16"", ""price"": 6.93, ""value"": 381150.0}, {""name"": ""Sagansky Jeffrey"", ""role"": ""Dir"", ""date"": ""2019-08-20"", ""price"": 6.67, ""value"": 166750.0}, {""name"": ""Archer James B."", ""role"": ""Pres, CEO,, Dir"", ""date"": ""2019-08-23"", ""price"": 6.24, ""value"": 399884.0}, {""name"": ""Sagansky Jeffrey"", ""role"": ""Dir"", ""date"": ""2019-08-26"", ""price"": 5.95, ""value"": 119000.0}]",6.58,616.7,$500M-$3B,5.860000133514404,10.829999923706055,5.730000019073486,-45.9,True,7.900000095367432,-16.7,True,False,5.960000038146973,3.02,5.7,11.83,-4.87,-17.79,-21.14,2019-09-03,2019-09-05,2019-09-25,2019-10-25,2019-11-25,2020-02-24,1.2496,3.9627,6.7599,7.3834,11.942,12.6934,1.7704,1.7373,5.0701,-12.2534,-29.732,-33.8334,False,
ALRS,Alerus Financial Corporation,2019-09-17,2019-09-17,2019-09-17,575484,3,3,,"[{""name"": ""Vetter Galen G"", ""role"": ""Dir"", ""date"": ""2019-09-17"", ""price"": 21.0, ""value"": 249984.0}, {""name"": ""Lorenson Katie A"", ""role"": ""EVP,  CFO"", ""date"": ""2019-09-17"", ""price"": 21.0, ""value"": 115500.0}, {""name"": ""Coughlin Daniel E"", ""role"": ""Dir"", ""date"": ""2019-09-17"", ""price"": 21.0, ""value"": 210000.0}]",21.0,242.8,$200M-$500M,17.57585334777832,19.949716567993164,14.924934387207031,-11.9,False,18.0821475982666,16.1,True,False,17.66425323486328,-0.41,-0.18,-2.61,-0.46,4.72,-28.39,2019-09-24,2019-09-27,2019-10-17,2019-11-18,2019-12-16,2020-03-16,-2.2708,-3.0851,-1.6874,1.6338,5.4557,-33.3212,1.8608,2.9051,-0.9226,-2.0938,-0.7357,4.9312,False,
MEC,"Mayville Engineering Company, Inc.",2019-11-04,2019-10-30,2019-11-04,390848,3,3,,"[{""name"": ""Kamphuis Robert D"", ""role"": ""COB, Pres, CEO"", ""date"": ""2019-10-30"", ""price"": 8.79, ""value"": 175800.0}, {""name"": ""Christen Timothy L"", ""role"": ""Dir"", ""date"": ""2019-10-30"", ""price"": 8.94, ""value"": 111798.0}, {""name"": ""Rothman Jay O."", ""role"": ""Dir"", ""date"": ""2019-11-04"", ""price"": 10.33, ""value"": 103250.0}]",9.2,206.7,$200M-$500M,10.470000267028809,17.149999618530273,7.869999885559082,-39.0,False,12.979999542236328,-29.1,True,False,9.789999961853027,-3.98,-4.8,-8.27,-3.47,-22.27,-51.99,2019-11-11,2019-11-14,2019-12-04,2020-01-03,2020-02-03,2020-05-04,-0.2325,-0.6598,1.0242,4.1381,2.366,-20.4343,-3.7475,-4.1402,-9.2942,-7.6081,-24.636,-31.5557,False,
ANDE,"The Andersons, Inc.",2019-11-07,2019-11-07,2019-11-07,456354,3,3,,"[{""name"": ""Pirolli James J"", ""role"": ""Pres, Ethanol Group"", ""date"": ""2019-11-07"", ""price"": 21.19, ""value"": 139131.0}, {""name"": ""Bowe Patrick E."", ""role"": ""Pres, CEO"", ""date"": ""2019-11-07"", ""price"": 21.5, ""value"": 215000.0}, {""name"": ""Dowdle Stephen F"", ""role"": ""Dir"", ""date"": ""2019-11-07"", ""price"": 21.75, ""value"": 102223.0}]",21.46,665.0,$500M-$3B,18.442066192626953,32.03021240234375,15.497245788574219,-42.4,False,18.56368064880371,15.6,True,False,18.32044792175293,10.38,9.91,11.71,21.09,16.21,-25.46,2019-11-14,2019-11-18,2019-12-09,2020-01-06,2020-02-05,2020-05-05,-0.616,-0.352,2.1562,4.3227,5.5593,-19.7849,10.996,10.262,9.5538,16.7673,10.6507,-5.6751,False,
TELA,"TELA Bio, Inc.",2019-11-08,2019-11-08,2019-11-08,4239144,3,3,,"[{""name"": ""Zuga Matt"", ""role"": ""Dir"", ""date"": ""2019-11-08"", ""price"": 13.0, ""value"": 1119573.0}, {""name"": ""Azarbarzin Kurt"", ""role"": ""Dir"", ""date"": ""2019-11-08"", ""price"": 13.0, ""value"": 1119573.0}, {""name"": ""Oliva Adele C"", ""role"": ""Dir, 10%"", ""date"": ""2019-11-08"", ""price"": 13.0, ""value"": 1999998.0}]",13.0,597.6,$500M-$3B,13.350000381469727,,,,False,,,True,True,12.850000381469727,-5.91,-10.89,-5.45,2.65,22.18,-4.98,2019-11-15,2019-11-18,2019-12-09,2020-01-07,2020-02-06,2020-05-06,0.0882,-0.1637,2.3492,4.1722,5.5186,-20.2235,-5.9982,-10.7263,-7.7992,-1.5222,16.6614,15.2435,False,
HBT,"HBT Financial, Inc.",2019-11-08,2019-10-16,2019-11-08,1343899,4,4,,"[{""name"": ""Pfeiffer Gerald E"", ""role"": ""Dir"", ""date"": ""2019-10-16"", ""price"": 16.0, ""value"": 480000.0}, {""name"": ""Busch Patrick F"", ""role"": ""EVP, Chief Lending Officer"", ""date"": ""2019-10-16"", ""price"": 16.0, ""value"": 160000.0}, {""name"": ""Carter James Lance"", ""role"": ""Pres, COO"", ""date"": ""2019-10-16"", ""price"": 16.0, ""value"": 320000.0}, {""name"": ""Doherty Matthew J"", ""role"": ""EVP, CFO"", ""date"": ""2019-10-16"", ""price"": 16.0, ""value"": 160000.0}, {""name"": ""Busch Patrick F"", ""role"": ""EVP, Chief Lending Officer"", ""date"": ""2019-11-08"", ""price"": 16.93, ""value"": 223899.0}]",16.15,372.3,$200M-$500M,13.469757080078125,13.296262741088867,12.22372817993164,1.3,True,12.302589416503906,31.3,True,False,13.343575477600098,2.25,2.19,2.66,11.11,12.41,-35.78,2019-11-15,2019-11-18,2019-12-09,2020-01-07,2020-02-06,2020-05-06,0.0882,-0.1637,2.3492,4.1722,5.5186,-20.2235,2.1618,2.3537,0.3108,6.9378,6.8914,-15.5565,False,
REZI,"Resideo Technologies, Inc.",2019-11-15,2019-11-12,2019-11-15,1206749,4,4,,"[{""name"": ""Ryder Robert P"", ""role"": ""Interim CFO"", ""date"": ""2019-11-12"", ""price"": 8.81, ""value"": 201749.0}, {""name"": ""Fradin Roger"", ""role"": ""Dir"", ""date"": ""2019-11-14"", ""price"": 9.44, ""value"": 236000.0}, {""name"": ""Teich Andrew C"", ""role"": ""Dir"", ""date"": ""2019-11-15"", ""price"": 10.25, ""value"": 512500.0}, {""name"": ""Lazar Jack R"", ""role"": ""Dir"", ""date"": ""2019-11-15"", ""price"": 10.26, ""value"": 256500.0}]",9.82,1263.8,$500M-$3B,10.289999961853027,26.209999084472656,8.770000457763672,-60.7,False,10.489999771118164,-6.4,True,False,9.890000343322754,-0.51,2.43,20.42,20.93,1.62,-48.03,2019-11-22,2019-11-25,2019-12-16,2020-01-14,2020-02-13,2020-05-13,-0.1893,1.9303,3.7605,5.4637,6.7174,-21.9995,-0.3207,0.4997,16.6595,15.4663,-5.0974,-26.0305,False,
PAGP,"Plains GP Holdings, L.P.",2019-11-20,2019-11-18,2019-11-20,2415088,3,3,,"[{""name"": ""Goyanes Everardo"", ""role"": ""Dir"", ""date"": ""2019-11-18"", ""price"": 17.91, ""value"": 358294.0}, {""name"": ""Chiang Willie Cw"", ""role"": ""CEO"", ""date"": ""2019-11-20"", ""price"": 17.14, ""value"": 1028160.0}, {""name"": ""Armstrong Greg L"", ""role"": ""Dir"", ""date"": ""2019-11-20"", ""price"": 17.14, ""value"": 1028634.0}]",17.25,1891.2,$500M-$3B,10.390624046325684,14.95577621459961,10.427167892456055,-30.5,True,11.651385307312012,48.1,True,False,10.902236938476562,-0.39,-2.91,5.64,4.8,-3.81,-45.25,2019-11-27,2019-12-02,2019-12-20,2020-01-21,2020-02-18,2020-05-18,3.2334,1.5596,5.6101,6.6919,6.6092,-15.2465,-3.6234,-4.4696,0.0299,-1.8919,-10.4192,-30.0035,False,
CNNE,"Cannae Holdings, Inc.",2019-12-06,2019-12-06,2019-12-06,2676498,4,4,,"[{""name"": ""Willey Frank P"", ""role"": ""Dir"", ""date"": ""2019-12-06"", ""price"": 33.0, ""value"": 165000.0}, {""name"": ""Harris Hugh R"", ""role"": ""Dir"", ""date"": ""2019-12-06"", ""price"": 33.0, ""value"": 247500.0}, {""name"": ""Martire Frank R"", ""role"": ""Dir"", ""date"": ""2019-12-06"", ""price"": 33.0, ""value"": 1999998.0}, {""name"": ""Meinhardt Erika"", ""role"": ""Dir"", ""date"": ""2019-12-06"", ""price"": 33.0, ""value"": 264000.0}]",33.0,2420.8,$500M-$3B,33.86922073364258,36.09585189819336,15.032110214233398,-6.2,False,36.09585189819336,-8.6,True,False,34.367164611816406,0.22,1.75,5.74,13.26,1.72,-1.59,2019-12-13,2019-12-16,2020-01-06,2020-02-04,2020-03-05,2020-06-03,0.5046,1.213,2.1208,1.7627,-9.0145,-10.2251,-0.2846,0.537,3.6192,11.4973,10.7345,8.6351,False,
RRGB,"Red Robin Gourmet Burgers, Inc.",2019-12-13,2019-11-26,2019-12-13,837846,4,4,,"[{""name"": ""Pace David"", ""role"": ""Dir"", ""date"": ""2019-11-26"", ""price"": 27.31, ""value"": 223907.0}, {""name"": ""Conforti Thomas G."", ""role"": ""Dir"", ""date"": ""2019-11-27"", ""price"": 26.88, ""value"": 201582.0}, {""name"": ""Murphy Paul J B III"", ""role"": ""Pres, CEO"", ""date"": ""2019-12-03"", ""price"": 27.32, ""value"": 273170.0}, {""name"": ""Hart Gerard Johan"", ""role"": ""Dir"", ""date"": ""2019-12-13"", ""price"": 27.84, ""value"": 139187.0}]",27.29,361.0,$200M-$500M,27.899999618530273,35.279998779296875,25.450000762939453,-20.9,True,27.389999389648438,-0.4,True,False,28.950000762939453,4.25,3.35,18.24,17.51,-72.68,-49.78,2019-12-20,2019-12-23,2020-01-13,2020-02-11,2020-03-12,2020-06-10,1.2753,1.4767,1.2693,1.8795,-31.6756,-10.4557,2.9747,1.8733,16.9707,15.6305,-41.0044,-39.3243,False,
PLCE,"The Children's Place, Inc.",2019-12-16,2019-12-13,2019-12-16,2020014,4,4,,"[{""name"": ""Scarpa Michael"", ""role"": ""COO, CFO"", ""date"": ""2019-12-13"", ""price"": 56.32, ""value"": 281600.0}, {""name"": ""Elfers Jane T"", ""role"": ""Pres, CEO"", ""date"": ""2019-12-13"", ""price"": 55.54, ""value"": 1005274.0}, {""name"": ""Bachman John E."", ""role"": ""Dir"", ""date"": ""2019-12-16"", ""price"": 55.8, ""value"": 156240.0}, {""name"": ""Matthews Norman S"", ""role"": ""Chairman of the Board"", ""date"": ""2019-12-16"", ""price"": 57.69, ""value"": 576900.0}]",56.27,942.6,$500M-$3B,58.189998626708984,112.46673583984375,53.793025970458984,-48.3,True,69.98739624023438,-19.6,True,False,61.58000183105469,2.71,3.28,5.86,12.52,-53.49,-25.5,2019-12-23,2019-12-26,2020-01-15,2020-02-14,2020-03-16,2020-06-15,0.9715,1.2022,1.6211,1.9429,-37.0856,-13.7743,1.7385,2.0778,4.2389,10.5771,-16.4044,-11.7257,False,
SMPL,The Simply Good Foods Company,2020-02-03,2020-01-14,2020-02-03,841455,3,3,,"[{""name"": ""Cunfer Todd E"", ""role"": ""CFO"", ""date"": ""2020-01-14"", ""price"": 23.3, ""value"": 116503.0}, {""name"": ""Ghez Nomi"", ""role"": ""Dir"", ""date"": ""2020-01-14"", ""price"": 23.27, ""value"": 495159.0}, {""name"": ""Ratzan Brian K."", ""role"": ""Dir"", ""date"": ""2020-02-03"", ""price"": 22.98, ""value"": 229793.0}]",23.19,2207.9,$500M-$3B,23.15999984741211,30.329999923706055,19.270000457763672,-23.6,False,28.170000076293945,-17.7,True,False,24.770000457763672,-2.87,0.28,-23.9,-24.22,-26.52,-3.31,2020-02-10,2020-02-13,2020-03-04,2020-04-03,2020-05-04,2020-08-03,0.6312,2.2941,-7.6531,-36.2599,-23.429,-8.4497,-3.5012,-2.0141,-16.2469,12.0399,-3.091,5.1397,False,
DCOM,"Dime Community Bancshares, Inc.",2020-02-05,2020-02-05,2020-02-05,950000,3,3,,"[{""name"": ""Devine Michael P"", ""role"": ""Dir"", ""date"": ""2020-02-05"", ""price"": 25.0, ""value"": 500000.0}, {""name"": ""Mahon Kenneth J"", ""role"": ""Pres, CEO"", ""date"": ""2020-02-05"", ""price"": 25.0, ""value"": 250000.0}, {""name"": ""Lubow Stuart H"", ""role"": ""SEVP - Chief Banking Officer"", ""date"": ""2020-02-05"", ""price"": 25.0, ""value"": 200000.0}]",25.0,877.6,$500M-$3B,24.963319778442383,26.72365379333496,20.555583953857422,-6.6,False,25.216108322143555,-0.9,True,False,24.93171501159668,0.6,-1.77,-19.33,-39.58,-37.24,-40.64,2020-02-12,2020-02-18,2020-03-06,2020-04-06,2020-05-05,2020-08-03,0.7069,0.3654,-13.4967,-32.2677,-23.8365,-9.6343,-0.1069,-2.1354,-5.8333,-7.3123,-13.4035,-31.0057,False,
FRPT,"Freshpet, Inc.",2020-02-26,2020-02-26,2020-02-26,1090980,3,3,,"[{""name"": ""Basto J David"", ""role"": ""Dir"", ""date"": ""2020-02-26"", ""price"": 66.0, ""value"": 199980.0}, {""name"": ""Pomerantz Heather"", ""role"": ""EVP of Finance"", ""date"": ""2020-02-26"", ""price"": 66.0, ""value"": 396000.0}, {""name"": ""Steeneck Craig D."", ""role"": ""Dir"", ""date"": ""2020-02-26"", ""price"": 66.0, ""value"": 495000.0}]",66.0,2426.3,$500M-$3B,67.08999633789062,76.43000030517578,36.709999084472656,-12.2,False,76.43000030517578,-13.6,True,False,66.41000366210938,12.35,-4.41,-11.25,16.25,6.79,71.36,2020-03-04,2020-03-09,2020-03-27,2020-04-27,2020-05-26,2020-08-24,2.0797,-12.5453,-24.1948,-14.2949,-6.5366,5.5712,10.2703,8.1353,12.9448,30.5449,13.3266,65.7888,False,
R,"Ryder System, Inc.",2020-02-28,2020-02-24,2020-02-28,1245755,4,4,,"[{""name"": ""Tookes Hansel E II"", ""role"": ""Dir"", ""date"": ""2020-02-24"", ""price"": 40.19, ""value"": 120561.0}, {""name"": ""Sanchez Robert E"", ""role"": ""Chair, CEO"", ""date"": ""2020-02-24"", ""price"": 39.64, ""value"": 515294.0}, {""name"": ""Parker Scott T"", ""role"": ""EVP, CFO"", ""date"": ""2020-02-25"", ""price"": 39.2, ""value"": 489988.0}, {""name"": ""Diez John J."", ""role"": ""Pres, Global FMS"", ""date"": ""2020-02-28"", ""price"": 36.9, ""value"": 119912.0}]",39.24,1696.7,$500M-$3B,31.838361740112305,53.80539321899414,30.88421058654785,-40.8,True,41.48491668701172,-5.4,True,False,31.36966896057129,-8.14,-17.72,-30.1,-18.09,-5.81,13.56,2020-03-06,2020-03-09,2020-03-30,2020-04-28,2020-05-28,2020-08-26,-4.3898,-13.686,-23.5352,-14.1831,-7.1441,3.654,-3.7502,-4.034,-6.5648,-3.9069,1.3341,9.906,False,
NGVT,Ingevity Corporation,2020-03-05,2020-02-06,2020-03-05,1006817,4,4,,"[{""name"": ""Wilson D Michael"", ""role"": ""Pres, CEO"", ""date"": ""2020-02-06"", ""price"": 64.44, ""value"": 483332.0}, {""name"": ""Fortson John C."", ""role"": ""EVP, CFO, Treasurer"", ""date"": ""2020-02-06"", ""price"": 65.5, ""value"": 149995.0}, {""name"": ""Lynch Frederick J"", ""role"": ""Dir"", ""date"": ""2020-03-05"", ""price"": 46.42, ""value"": 232100.0}, {""name"": ""Smith Michael P."", ""role"": ""EVP, Pres Perf Chemicals"", ""date"": ""2020-03-05"", ""price"": 47.13, ""value"": 141390.0}]",56.59,1955.2,$500M-$3B,46.7400016784668,115.7699966430664,45.040000915527344,-59.6,True,74.37000274658203,-23.9,True,False,46.88999938964844,-26.47,-25.1,-17.96,1.81,23.44,21.67,2020-03-12,2020-03-16,2020-04-06,2020-05-04,2020-06-03,2020-09-01,-22.4584,-28.241,-21.6998,-12.6274,0.6648,9.6617,-4.0116,3.141,3.7398,14.4374,22.7752,12.0083,False,
NGL,NGL Energy Partners LP,2020-03-06,2020-02-11,2020-03-06,2634860,3,3,,"[{""name"": ""Krimbill H Michael"", ""role"": ""CEO"", ""date"": ""2020-02-11"", ""price"": 9.68, ""value"": 967950.0}, {""name"": ""Krimbill H Michael"", ""role"": ""CEO"", ""date"": ""2020-02-24"", ""price"": 8.85, ""value"": 442250.0}, {""name"": ""Ciolek John"", ""role"": ""EVP"", ""date"": ""2020-02-25"", ""price"": 9.0, ""value"": 108028.0}, {""name"": ""Krimbill H Michael"", ""role"": ""CEO"", ""date"": ""2020-03-02"", ""price"": 7.97, ""value"": 199373.0}, {""name"": ""Collingsworth James M"", ""role"": ""Dir"", ""date"": ""2020-03-04"", ""price"": 7.51, ""value"": 758538.0}, {""name"": ""Krimbill H Michael"", ""role"": ""CEO"", ""date"": ""2020-03-06"", ""price"": 6.35, ""value"": 158721.0}]",8.42,708.7,$500M-$3B,5.522016525268555,12.451949119567871,6.267755508422852,-55.7,True,9.224075317382812,-8.7,True,False,3.018465995788574,-1.47,-18.82,-41.18,69.12,93.8,29.19,2020-03-13,2020-03-16,2020-04-06,2020-05-05,2020-06-04,2020-09-02,-8.3538,-20.5124,-13.2667,-2.4703,11.3448,22.4384,6.8838,1.6924,-27.9133,71.5903,82.4552,6.7516,False,
LKFN,Lakeland Financial Corporation,2020-03-10,2020-02-28,2020-03-10,1097677,3,3,,"[{""name"": ""Welch M Scott"", ""role"": ""Dir"", ""date"": ""2020-02-28"", ""price"": 40.98, ""value"": 286847.0}, {""name"": ""Smith Brian J"", ""role"": ""Dir"", ""date"": ""2020-03-05"", ""price"": 38.72, ""value"": 110494.0}, {""name"": ""Welch M Scott"", ""role"": ""Dir"", ""date"": ""2020-03-06"", ""price"": 37.96, ""value"": 379566.0}, {""name"": ""Welch M Scott"", ""role"": ""Dir"", ""date"": ""2020-03-09"", ""price"": 36.25, ""value"": 181250.0}, {""name"": ""Kubacki Michael L"", ""role"": ""Dir"", ""date"": ""2020-03-10"", ""price"": 34.88, ""value"": 139520.0}]",38.04,772.3,$500M-$3B,30.050392150878906,41.6264762878418,29.95806121826172,-27.8,True,39.28375244140625,-3.2,True,False,29.49639320373535,12.04,-7.37,19.04,9.81,33.79,31.36,2020-03-17,2020-03-20,2020-04-09,2020-05-11,2020-06-08,2020-09-08,-13.9101,-19.4471,-1.3359,5.028,22.0861,19.9144,25.9501,12.0771,20.3759,4.782,11.7039,11.4456,False,
AMRX,"Amneal Pharmaceuticals, Inc.",2020-03-10,2020-02-28,2020-03-10,3301773,4,4,,"[{""name"": ""Todisco Joseph"", ""role"": ""SVP, Specialty Commercial"", ""date"": ""2020-02-28"", ""price"": 3.62, ""value"": 144800.0}, {""name"": ""Patel Chirag K."", ""role"": ""Pres, Co-CEO, Dir, 10%"", ""date"": ""2020-03-02"", ""price"": 3.9, ""value"": 974958.0}, {""name"": ""Patel Gautam"", ""role"": ""Dir, 10%"", ""date"": ""2020-03-02"", ""price"": 3.93, ""value"": 589073.0}, {""name"": ""Patel Chintu"", ""role"": ""Co-CEO, Dir, 10%"", ""date"": ""2020-03-02"", ""price"": 3.9, ""value"": 974942.0}, {""name"": ""Patel Chintu"", ""role"": ""Co-CEO, Dir, 10%"", ""date"": ""2020-03-10"", ""price"": 3.09, ""value"": 309000.0}, {""name"": ""Patel Chirag K."", ""role"": ""Pres, Co-CEO, Dir, 10%"", ""date"": ""2020-03-10"", ""price"": 3.09, ""value"": 309000.0}]",3.71,990.7,$500M-$3B,3.180000066757202,14.529999732971191,2.2899999618530273,-78.1,False,4.889999866485596,-24.1,True,False,3.25,-8.31,9.85,2.15,40.31,56.31,8.92,2020-03-17,2020-03-20,2020-04-09,2020-05-11,2020-06-08,2020-09-08,-13.9101,-19.4471,-1.3359,5.028,22.0861,19.9144,5.6001,29.2971,3.4859,35.282,34.2239,-10.9944,False,
FUN,Six Flags Entertainment Corporation,2020-03-11,2020-02-26,2020-03-11,1786992,7,7,,"[{""name"": ""Ruisanchez Carlos"", ""role"": ""Dir"", ""date"": ""2020-02-26"", ""price"": 44.81, ""value"": 224050.0}, {""name"": ""Hanrahan Daniel J"", ""role"": ""Dir"", ""date"": ""2020-02-26"", ""price"": 44.36, ""value"": 499050.0}, {""name"": ""Scott John M III"", ""role"": ""Dir"", ""date"": ""2020-02-28"", ""price"": 43.25, ""value"": 246525.0}, {""name"": ""Zimmerman Richard"", ""role"": ""Pres, CEO"", ""date"": ""2020-03-06"", ""price"": 37.19, ""value"": 185950.0}, {""name"": ""Witherow Brian C"", ""role"": ""EVP, CFO"", ""date"": ""2020-03-06"", ""price"": 37.73, ""value"": 188650.0}, {""name"": ""Duffield Milkie"", ""role"": ""EVP - GC"", ""date"": ""2020-03-06"", ""price"": 37.15, ""value"": 200239.0}, {""name"": ""Fisher Tim"", ""role"": ""COO"", ""date"": ""2020-03-11"", ""price"": 27.33, ""value"": 100028.0}, {""name"": ""Ruisanchez Carlos"", ""role"": ""Dir"", ""date"": ""2020-03-11"", ""price"": 28.5, ""value"": 142500.0}]",38.85,1566.4,$500M-$3B,27.640220642089844,55.5126953125,30.030982971191406,-50.2,True,50.371437072753906,-22.9,True,False,19.834808349609375,-35.92,-12.15,-1.29,28.63,80.37,40.02,2020-03-18,2020-03-23,2020-04-13,2020-05-11,2020-06-09,2020-09-08,-10.7171,-10.7797,7.9177,18.0756,34.7155,34.8113,-25.2029,-1.3703,-9.2077,10.5544,45.6545,5.2087,False,
PK,Park Hotels & Resorts Inc.,2020-03-11,2020-03-02,2020-03-11,1216920,3,3,,"[{""name"": ""Natelli Thomas A"", ""role"": ""Dir"", ""date"": ""2020-03-02"", ""price"": 18.31, ""value"": 109860.0}, {""name"": ""Eckert Thomas D"", ""role"": ""Dir"", ""date"": ""2020-03-11"", ""price"": 13.05, ""value"": 130500.0}, {""name"": ""Baltimore Thomas J Jr"", ""role"": ""CEO"", ""date"": ""2020-03-11"", ""price"": 12.52, ""value"": 976560.0}]",12.95,1875.9,$500M-$3B,7.8101348876953125,20.327836990356445,8.872782707214355,-61.6,True,15.444245338439941,-16.1,True,False,5.658761501312256,-43.32,-22.35,-3.47,-2.86,72.54,27.01,2020-03-18,2020-03-23,2020-04-13,2020-05-11,2020-06-09,2020-09-08,-10.7171,-10.7797,7.9177,18.0756,34.7155,34.8113,-32.6029,-11.5703,-11.3877,-20.9356,37.8245,-7.8013,False,
NGVT,Ingevity Corporation,2020-03-11,2020-03-05,2020-03-11,572309,3,3,,"[{""name"": ""Lynch Frederick J"", ""role"": ""Dir"", ""date"": ""2020-03-05"", ""price"": 46.42, ""value"": 232100.0}, {""name"": ""Smith Michael P."", ""role"": ""EVP, Pres Perf Chemicals"", ""date"": ""2020-03-05"", ""price"": 47.13, ""value"": 141390.0}, {""name"": ""Fernandez-Moreno Luis M"", ""role"": ""Dir"", ""date"": ""2020-03-11"", ""price"": 39.37, ""value"": 198819.0}]",43.86,1623.1,$500M-$3B,38.79999923706055,115.7699966430664,37.689998626708984,-66.5,True,54.72999954223633,-19.9,True,False,34.47999954223633,-19.26,-16.71,19.37,47.59,62.33,65.11,2020-03-18,2020-03-23,2020-04-13,2020-05-11,2020-06-09,2020-09-08,-10.7171,-10.7797,7.9177,18.0756,34.7155,34.8113,-8.5429,-5.9303,11.4523,29.5144,27.6145,30.2987,False,
