ticker,company_name,signal_date,cluster_start,cluster_end,total_usd,unique_insiders,opportunistic_count,routine_insiders,insider_details,insider_vwap,market_cap_m,mcap_band,price,high_52w,low_52w,drawdown_52w_pct,near_52w_low,pre_cluster_close,pre_cluster_crash_pct,cmp_reliable,shares_approximate,entry_price,outcome_7d,outcome_10d,outcome_30d,outcome_60d,outcome_90d,outcome_180d,outcome_7d_date,outcome_10d_date,outcome_30d_date,outcome_60d_date,outcome_90d_date,outcome_180d_date,iwm_7d,iwm_10d,iwm_30d,iwm_60d,iwm_90d,iwm_180d,alpha_7d,alpha_10d,alpha_30d,alpha_60d,alpha_90d,alpha_180d,delisted_or_acquired,notes
ARVN,"Arvinas, Inc.",2018-10-01,2018-10-01,2018-10-01,6456000,4,4,,"[{""name"": ""Kennedy Edward Moore Jr."", ""role"": ""Dir"", ""date"": ""2018-10-01"", ""price"": 16.0, ""value"": 336000.0}, {""name"": ""Houston John G"", ""role"": ""Pres, CEO"", ""date"": ""2018-10-01"", ""price"": 16.0, ""value"": 480000.0}, {""name"": ""Margus Bradley Albert"", ""role"": ""Dir"", ""date"": ""2018-10-01"", ""price"": 16.0, ""value"": 640000.0}, {""name"": ""Loven Jakob"", ""role"": ""Dir"", ""date"": ""2018-10-01"", ""price"": 16.0, ""value"": 5000000.0}]",16.0,514.9,$500M-$3B,16.010000228881836,,,,False,16.8700008392334,-5.2,True,False,14.8100004196167,0.41,-7.49,9.79,14.18,-13.23,7.77,2018-10-08,2018-10-11,2018-10-31,2018-11-30,2018-12-31,2019-04-01,-1.6471,-6.6614,-8.813,-7.2388,-18.3443,-5.3717,2.0571,-0.8286,18.603,21.4188,5.1143,13.1417,False,
SIBN,"SI-BONE, Inc.",2018-10-19,2018-10-19,2018-10-19,10875000,3,3,,"[{""name"": ""Petersen Timothy"", ""role"": ""Dir"", ""date"": ""2018-10-19"", ""price"": 15.0, ""value"": 3000000.0}, {""name"": ""Bonita David P"", ""role"": ""Dir"", ""date"": ""2018-10-19"", ""price"": 15.0, ""value"": 3000000.0}, {""name"": ""Freund John Gordon"", ""role"": ""Dir, 10%"", ""date"": ""2018-10-19"", ""price"": 15.0, ""value"": 4875000.0}]",15.0,222.0,$200M-$500M,20.350000381469727,,,,False,21.0,-28.6,True,False,20.200000762939453,-8.02,-8.37,-16.88,0.25,10.64,-21.24,2018-10-26,2018-10-29,2018-11-19,2018-12-18,2019-01-17,2019-04-17,-3.6267,-4.156,-2.7249,-10.2738,-4.386,2.6204,-4.3933,-4.214,-14.1551,10.5238,15.026,-23.8604,False,
MLI,"Mueller Industries, Inc.",2018-11-19,2018-10-25,2018-11-19,543932,4,4,,"[{""name"": ""Hermanson Terry"", ""role"": ""Dir"", ""date"": ""2018-10-25"", ""price"": 25.04, ""value"": 100160.0}, {""name"": ""Christopher Gregory L."", ""role"": ""COB, CEO"", ""date"": ""2018-10-25"", ""price"": 25.5, ""value"": 178500.0}, {""name"": ""Herzog Charles P Jr"", ""role"": ""Dir"", ""date"": ""2018-11-02"", ""price"": 25.5, ""value"": 101988.0}, {""name"": ""Gladstein Gary S"", ""role"": ""Dir"", ""date"": ""2018-11-19"", ""price"": 24.74, ""value"": 163284.0}]",25.18,639.5,$500M-$3B,11.08974838256836,16.503774642944336,10.598771095275879,-32.8,True,11.968100547790527,110.4,True,False,10.828495979309082,0.17,-1.16,-5.82,5.46,37.01,16.56,2018-11-26,2018-11-29,2018-12-19,2019-01-18,2019-02-19,2019-05-20,2.6166,4.0003,-7.9057,1.2556,7.661,4.592,-2.4466,-5.1603,2.0857,4.2044,29.349,11.968,False,
KRP,"Kimbell Royalty Partners, LP",2018-11-27,2018-11-26,2018-11-27,461890,3,3,,"[{""name"": ""Taylor Brett G."", ""role"": ""Dir"", ""date"": ""2018-11-26"", ""price"": 16.82, ""value"": 168200.0}, {""name"": ""Adams William H III"", ""role"": ""Dir"", ""date"": ""2018-11-26"", ""price"": 16.88, ""value"": 168800.0}, {""name"": ""Daugbjerg Erik B"", ""role"": ""Dir"", ""date"": ""2018-11-27"", ""price"": 16.65, ""value"": 124890.0}]",16.8,335.2,$200M-$500M,7.751737117767334,10.660224914550781,6.815491676330566,-27.3,True,8.587254524230957,95.6,True,False,7.640336990356445,9.42,4.56,-19.26,1.46,11.04,12.87,2018-12-04,2018-12-07,2018-12-27,2019-01-28,2019-02-25,2019-05-28,-3.1004,-5.3994,-12.6883,-3.4154,4.256,-1.149,12.5204,9.9594,-6.5717,4.8754,6.784,14.019,False,
VC,Visteon Corporation,2018-11-28,2018-10-29,2018-11-28,838223,4,4,,"[{""name"": ""Manzo Robert"", ""role"": ""Dir"", ""date"": ""2018-10-29"", ""price"": 76.18, ""value"": 152363.0}, {""name"": ""Wilson Harry James"", ""role"": ""Dir"", ""date"": ""2018-10-30"", ""price"": 76.95, ""value"": 384775.0}, {""name"": ""Treadwell David L"", ""role"": ""Dir"", ""date"": ""2018-10-30"", ""price"": 74.97, ""value"": 149944.0}, {""name"": ""Yassini-Fard Rouzbeh"", ""role"": ""Dir"", ""date"": ""2018-11-28"", ""price"": 75.57, ""value"": 151141.0}]",76.2,2166.7,$500M-$3B,74.94648742675781,137.4646453857422,71.35872650146484,-45.5,True,78.57389068603516,-3.0,True,False,73.1030502319336,-2.78,-13.04,-17.37,2.06,17.81,-33.73,2018-12-06,2018-12-10,2018-12-28,2019-01-28,2019-02-26,2019-05-28,-3.0495,-5.4205,-12.2014,-3.1545,3.8173,-0.8821,0.2695,-7.6195,-5.1686,5.2145,13.9927,-32.8479,False,
CNNE,"Cannae Holdings, Inc.",2018-12-04,2018-11-15,2018-12-04,1242872,3,3,,"[{""name"": ""Massey Richard N"", ""role"": ""Dir"", ""date"": ""2018-11-15"", ""price"": 17.97, ""value"": 449250.0}, {""name"": ""Cox Richard L."", ""role"": ""EVP, CFO"", ""date"": ""2018-11-16"", ""price"": 18.0, ""value"": 450000.0}, {""name"": ""Holland C Malcolm III"", ""role"": ""Dir"", ""date"": ""2018-11-21"", ""price"": 17.37, ""value"": 173661.0}, {""name"": ""Massey Richard N"", ""role"": ""Dir"", ""date"": ""2018-12-04"", ""price"": 17.0, ""value"": 169961.0}]",17.76,1147.7,$500M-$3B,15.9716157913208,20.415485382080078,15.43609619140625,-21.8,True,17.1460018157959,3.6,True,False,16.018592834472656,-0.29,-0.12,0.7,17.71,33.43,48.5,2018-12-11,2018-12-14,2019-01-03,2019-02-04,2019-03-04,2019-06-03,-2.5476,-4.4769,-9.8556,2.8976,6.885,0.0349,2.2576,4.3569,10.5556,14.8124,26.545,48.4651,False,
ENR,"Energizer Holdings, Inc.",2018-12-06,2018-11-19,2018-12-06,1216817,4,4,,"[{""name"": ""Vitale Robert V"", ""role"": ""Dir"", ""date"": ""2018-11-19"", ""price"": 47.89, ""value"": 199217.0}, {""name"": ""Klein John Eddy"", ""role"": ""Dir"", ""date"": ""2018-11-29"", ""price"": 46.0, ""value"": 101200.0}, {""name"": ""Gorman Timothy W"", ""role"": ""EVP, CFO, CAO"", ""date"": ""2018-12-03"", ""price"": 45.64, ""value"": 456400.0}, {""name"": ""Hoskins Alan R."", ""role"": ""Pres, CEO"", ""date"": ""2018-12-06"", ""price"": 46.0, ""value"": 460000.0}]",46.16,2131.4,$500M-$3B,35.75693893432617,49.87650680541992,34.74928283691406,-28.3,True,47.28659439086914,-2.4,True,False,35.656185150146484,6.26,3.67,1.83,3.8,-0.55,-4.93,2018-12-13,2018-12-17,2019-01-07,2019-02-04,2019-03-06,2019-06-04,-0.8679,-4.542,-2.7515,5.1696,6.6047,4.8911,7.1279,8.212,4.5815,-1.3696,-7.1547,-9.8211,False,
LOB,"Live Oak Bancshares, Inc.",2018-12-12,2018-12-12,2018-12-12,6364967,4,4,,"[{""name"": ""Williams William L. III"", ""role"": ""Vice COB, EVP"", ""date"": ""2018-12-12"", ""price"": 14.86, ""value"": 297147.0}, {""name"": ""Underwood Neil Lawrence"", ""role"": ""Pres"", ""date"": ""2018-12-12"", ""price"": 16.08, ""value"": 249980.0}, {""name"": ""Mahan James S III"", ""role"": ""CEO, 10%"", ""date"": ""2018-12-12"", ""price"": 16.08, ""value"": 5378020.0}, {""name"": ""Garriott Huntley"", ""role"": ""Pres, Live Oak Bank"", ""date"": ""2018-12-12"", ""price"": 14.66, ""value"": 439820.0}]",15.91,589.0,$500M-$3B,14.671927452087402,31.42547035217285,13.28338623046875,-53.3,True,17.507274627685547,-9.1,True,False,14.74960708618164,-9.22,-6.98,3.09,1.58,1.5,7.37,2018-12-19,2018-12-24,2019-01-11,2019-02-11,2019-03-12,2019-06-10,-5.8287,-11.5352,0.9741,6.1888,8.4868,6.9298,-3.3913,4.5552,2.1159,-4.6088,-6.9868,0.4402,False,
EOLS,"Evolus, Inc.",2018-12-17,2018-11-29,2018-12-17,4433229,3,3,,"[{""name"": ""Blank Simone"", ""role"": ""Dir"", ""date"": ""2018-11-29"", ""price"": 14.0, ""value"": 4130336.0}, {""name"": ""Romine Kristine"", ""role"": ""Dir"", ""date"": ""2018-12-14"", ""price"": 12.58, ""value"": 201204.0}, {""name"": ""Malik Vikram"", ""role"": ""Dir"", ""date"": ""2018-12-17"", ""price"": 13.04, ""value"": 101689.0}]",13.91,336.0,$200M-$500M,12.319999694824219,38.4900016784668,6.849999904632568,-68.0,False,14.949999809265137,-7.0,True,False,12.329999923706055,-11.19,-10.46,29.76,122.06,93.43,13.06,2018-12-24,2018-12-27,2019-01-16,2019-02-15,2019-03-18,2019-06-17,-8.0161,-3.1933,5.6047,14.1542,13.8108,11.9356,-3.1739,-7.2667,24.1553,107.9058,79.6192,1.1244,False,
KOP,Koppers Holdings Inc.,2018-12-18,2018-11-19,2018-12-18,376950,3,3,,"[{""name"": ""Neupaver Albert J"", ""role"": ""Dir"", ""date"": ""2018-11-19"", ""price"": 20.75, ""value"": 103750.0}, {""name"": ""Ball M Leroy"", ""role"": ""Pres, CEO"", ""date"": ""2018-12-13"", ""price"": 17.03, ""value"": 102200.0}, {""name"": ""Zugay Michael"", ""role"": ""CFO, Treasurer"", ""date"": ""2018-12-18"", ""price"": 17.1, ""value"": 171000.0}]",17.95,332.0,$200M-$500M,16.187053680419922,49.75054168701172,15.848612785339355,-67.5,True,27.355545043945312,-34.4,True,False,17.154024124145508,-5.13,-1.52,19.11,38.44,49.89,53.78,2018-12-26,2018-12-28,2019-01-17,2019-02-19,2019-03-18,2019-06-17,-1.5448,-0.8507,8.8284,16.903,16.2314,14.3164,-3.5852,-0.6693,10.2816,21.537,33.6586,39.4636,False,
MEI,"Methode Electronics, Inc.",2018-12-28,2018-12-11,2018-12-28,2010446,3,3,,"[{""name"": ""Duda Donald W"", ""role"": ""CEO"", ""date"": ""2018-12-11"", ""price"": 23.79, ""value"": 1685474.0}, {""name"": ""Hornung Christopher J"", ""role"": ""Dir"", ""date"": ""2018-12-21"", ""price"": 22.16, ""value"": 181712.0}, {""name"": ""Tsoumas Ronald L.G."", ""role"": ""VP Finance, CFO"", ""date"": ""2018-12-28"", ""price"": 24.98, ""value"": 143260.0}]",23.71,720.7,$500M-$3B,19.48442840576172,37.53475570678711,17.84820556640625,-48.1,True,26.371601104736328,-10.1,True,False,19.44268798828125,3.39,4.72,10.92,23.47,21.01,18.12,2019-01-04,2019-01-07,2019-01-28,2019-02-26,2019-03-28,2019-06-26,2.4571,4.2495,9.4474,17.3264,14.2845,13.3196,0.9329,0.4705,1.4726,6.1436,6.7255,4.8004,False,
GEF,"Greif, Inc.",2019-01-09,2018-12-27,2019-01-09,816787,4,4,,"[{""name"": ""Watson Peter G"", ""role"": ""Pres, CEO"", ""date"": ""2018-12-27"", ""price"": 33.26, ""value"": 332600.0}, {""name"": ""Hilsheimer Lawrence A."", ""role"": ""EVP, CFO"", ""date"": ""2018-12-28"", ""price"": 43.67, ""value"": 200903.0}, {""name"": ""Rosgaard Ole G"", ""role"": ""SVP, Grp. Pres RIPS Americas"", ""date"": ""2018-12-31"", ""price"": 36.11, ""value"": 108330.0}, {""name"": ""Kumar Hari K"", ""role"": ""VP, Div. Pres FPS"", ""date"": ""2019-01-09"", ""price"": 38.87, ""value"": 174954.0}]",36.96,1528.0,$500M-$3B,29.773855209350586,46.31597900390625,24.83332061767578,-35.7,False,33.108524322509766,11.6,True,False,30.357805252075195,0.81,1.09,-1.7,1.92,1.21,-13.13,2019-01-16,2019-01-22,2019-02-08,2019-03-11,2019-04-09,2019-07-08,0.6126,0.9468,4.3233,7.4143,8.3359,8.7108,0.1974,0.1432,-6.0233,-5.4943,-7.1259,-21.8408,False,
UFI,"Unifi, Inc.",2019-02-28,2019-02-06,2019-02-28,2597350,4,4,,"[{""name"": ""Langone Kenneth G"", ""role"": ""Dir"", ""date"": ""2019-02-06"", ""price"": 21.26, ""value"": 850400.0}, {""name"": ""Gerstein Richard"", ""role"": ""EVP"", ""date"": ""2019-02-06"", ""price"": 20.85, ""value"": 104250.0}, {""name"": ""Charron Paul R"", ""role"": ""Dir"", ""date"": ""2019-02-06"", ""price"": 20.97, ""value"": 104850.0}, {""name"": ""Bishop Robert J"", ""role"": ""Dir"", ""date"": ""2019-02-07"", ""price"": 21.51, ""value"": 764380.0}, {""name"": ""Bishop Robert J"", ""role"": ""Dir"", ""date"": ""2019-02-14"", ""price"": 22.92, ""value"": 558194.0}, {""name"": ""Bishop Robert J"", ""role"": ""Dir"", ""date"": ""2019-02-28"", ""price"": 22.1, ""value"": 215276.0}]",21.71,406.7,$200M-$500M,22.1200008392334,38.099998474121094,19.979999542236328,-41.9,True,21.979999542236328,-1.2,True,False,22.5,-4.09,-3.47,-12.62,-10.67,-16.04,-14.67,2019-03-07,2019-03-11,2019-04-01,2019-04-29,2019-05-29,2019-08-27,-4.1456,-2.4963,-1.9385,0.7671,-6.0064,-7.8943,0.0556,-0.9737,-10.6815,-11.4371,-10.0336,-6.7757,False,
RILY,"BRC Group Holdings, Inc.",2019-03-15,2019-02-21,2019-03-15,1491651,5,5,,"[{""name"": ""D Agostino Robert P"", ""role"": ""Dir"", ""date"": ""2019-02-21"", ""price"": 16.32, ""value"": 136149.0}, {""name"": ""Riley Bryant R"", ""role"": ""COB, Co-CEO, 10%"", ""date"": ""2019-03-06"", ""price"": 16.93, ""value"": 846644.0}, {""name"": ""Kelleher Thomas J /adv"", ""role"": ""Co-CEO"", ""date"": ""2019-03-14"", ""price"": 16.75, ""value"": 167512.0}, {""name"": ""Moore Andrew"", ""role"": ""CEO of B. Riley FBR, Inc."", ""date"": ""2019-03-14"", ""price"": 16.97, ""value"": 169747.0}, {""name"": ""Young Kenneth M"", ""role"": ""Pres"", ""date"": ""2019-03-15"", ""price"": 17.16, ""value"": 171599.0}]",16.88,266.2,$200M-$500M,9.991385459899902,13.300285339355469,8.01295280456543,-24.9,False,9.693747520446777,74.1,True,False,9.967934608459473,-3.41,-0.71,0.47,12.95,24.4,42.6,2019-03-22,2019-03-25,2019-04-15,2019-05-14,2019-06-13,2019-09-11,-3.6797,-3.2548,1.1807,-1.1562,-1.4587,1.4276,0.2697,2.5448,-0.7107,14.1062,25.8587,41.1724,False,
WSC,WillScot Holdings Corporation,2019-03-21,2019-03-19,2019-03-21,1315284,4,4,,"[{""name"": ""Holthaus Gerard E"", ""role"": ""Dir"", ""date"": ""2019-03-19"", ""price"": 11.41, ""value"": 285134.0}, {""name"": ""Soultz Bradley Lee"", ""role"": ""Pres, CEO"", ""date"": ""2019-03-19"", ""price"": 11.2, ""value"": 391850.0}, {""name"": ""Bartlett Mark S."", ""role"": ""Dir"", ""date"": ""2019-03-20"", ""price"": 11.56, ""value"": 404500.0}, {""name"": ""Sagansky Jeffrey"", ""role"": ""Dir"", ""date"": ""2019-03-21"", ""price"": 11.69, ""value"": 233800.0}]",11.44,1340.2,$500M-$3B,11.50039005279541,17.67926025390625,8.524280548095703,-34.9,False,11.13576602935791,2.7,True,False,11.194893836975098,-3.35,-2.2,10.04,24.65,28.96,40.14,2019-03-28,2019-04-01,2019-04-22,2019-05-20,2019-06-19,2019-09-17,2.0051,3.4354,3.7495,1.4436,3.6658,5.6311,-5.3551,-5.6354,6.2905,23.2064,25.2942,34.5089,False,
MBIN,Merchants Bancorp,2019-03-22,2019-03-22,2019-03-22,2800000,3,3,,"[{""name"": ""O'Brien Patrick D."", ""role"": ""Dir"", ""date"": ""2019-03-22"", ""price"": 25.0, ""value"": 2500000.0}, {""name"": ""Kucer Susan Dehner"", ""role"": ""Indianapolis Mkt. Pres"", ""date"": ""2019-03-22"", ""price"": 25.0, ""value"": 200000.0}, {""name"": ""Dury Michael R."", ""role"": ""Pres of Merchants Capital"", ""date"": ""2019-03-22"", ""price"": 25.0, ""value"": 100000.0}]",25.0,333.8,$200M-$500M,11.628824234008789,17.55520248413086,11.613187789916992,-33.8,True,12.813186645507812,95.1,True,False,12.303852081298828,7.23,8.08,18.75,8.73,-17.26,-14.3,2019-03-29,2019-04-01,2019-04-22,2019-05-21,2019-06-20,2019-09-18,1.8699,2.9811,3.2939,2.3556,3.6981,4.5194,5.3601,5.0989,15.4561,6.3744,-20.9581,-18.8194,False,
NFE,New Fortress Energy Inc.,2019-03-29,2019-03-28,2019-03-29,13764947,3,3,,"[{""name"": ""Wilkinson Matthew"", ""role"": ""Dir"", ""date"": ""2019-03-28"", ""price"": 9.97, ""value"": 124625.0}, {""name"": ""Nardone Randal A"", ""role"": ""Dir, 10%"", ""date"": ""2019-03-28"", ""price"": 9.85, ""value"": 5713000.0}, {""name"": ""Edens Wesley R"", ""role"": ""CEO, 10%"", ""date"": ""2019-03-28"", ""price"": 9.84, ""value"": 5826264.0}, {""name"": ""Edens Wesley R"", ""role"": ""CEO, 10%"", ""date"": ""2019-03-29"", ""price"": 11.29, ""value"": 2101058.0}]",10.04,1721.9,$500M-$3B,10.255603790283203,13.969747543334961,8.350238800048828,-26.6,False,9.878043174743652,1.6,True,False,9.772675514221191,13.66,10.96,14.91,15.99,-1.89,65.5,2019-04-05,2019-04-08,2019-04-29,2019-05-28,2019-06-27,2019-09-25,1.693,1.525,2.7591,-3.3406,-0.3802,0.2758,11.967,9.435,12.1509,19.3306,-1.5098,65.2242,False,
WTRE,WisdomTree New Economy Real Estate ETF,2019-05-14,2019-05-02,2019-05-14,1373596,4,4,,"[{""name"": ""Rajeh Maamoun"", ""role"": ""Dir"", ""date"": ""2019-05-02"", ""price"": 27.3, ""value"": 273000.0}, {""name"": ""Papadopoulo Nicolas"", ""role"": ""Dir"", ""date"": ""2019-05-08"", ""price"": 24.95, ""value"": 499018.0}, {""name"": ""Rathgeber John F"", ""role"": ""CEO"", ""date"": ""2019-05-08"", ""price"": 24.93, ""value"": 249278.0}, {""name"": ""Rajeh Maamoun"", ""role"": ""Dir"", ""date"": ""2019-05-09"", ""price"": 25.05, ""value"": 250500.0}, {""name"": ""Hawley Robert L."", ""role"": ""CFO"", ""date"": ""2019-05-14"", ""price"": 25.45, ""value"": 101800.0}]",25.44,544.0,$500M-$3B,23.984817504882812,25.240238189697266,20.972431182861328,-5.0,True,24.55828285217285,3.6,True,False,24.05455780029297,0.16,-0.26,0.97,4.23,-4.25,3.8,2019-05-21,2019-05-24,2019-06-13,2019-07-15,2019-08-12,2019-11-11,-0.1429,-2.1099,-0.6297,1.1668,-3.1459,3.804,0.3029,1.8499,1.5997,3.0632,-1.1041,-0.004,False,
TDW,Tidewater Inc.,2019-05-20,2019-05-09,2019-05-20,689637,5,5,,"[{""name"": ""Traub Kenneth H"", ""role"": ""Dir"", ""date"": ""2019-05-09"", ""price"": 23.14, ""value"": 115700.0}, {""name"": ""Bates Thomas R Jr"", ""role"": ""Dir"", ""date"": ""2019-05-09"", ""price"": 23.11, ""value"": 231064.0}, {""name"": ""Tamburrino Robert P."", ""role"": ""Dir"", ""date"": ""2019-05-13"", ""price"": 22.75, ""value"": 113750.0}, {""name"": ""Raspino Louis"", ""role"": ""Dir"", ""date"": ""2019-05-20"", ""price"": 24.44, ""value"": 122202.0}, {""name"": ""Fagerstal Dick"", ""role"": ""Dir"", ""date"": ""2019-05-20"", ""price"": 24.3, ""value"": 106921.0}]",23.46,916.6,$500M-$3B,24.432170867919922,34.85030746459961,18.668737411499023,-29.9,False,23.293468475341797,0.7,True,False,24.791763305664062,-9.43,-13.13,-7.78,-13.5,-33.88,-44.64,2019-05-28,2019-05-30,2019-06-19,2019-07-19,2019-08-19,2019-11-18,-2.7499,-3.8292,0.8353,0.3525,-2.0549,3.7824,-6.6801,-9.3008,-8.6153,-13.8525,-31.8251,-48.4224,False,
BCYC,Bicycle Therapeutics plc,2019-05-28,2019-05-27,2019-05-28,28600012,5,5,,"[{""name"": ""Ng Carolyn"", ""role"": ""Dir"", ""date"": ""2019-05-27"", ""price"": 14.0, ""value"": 8000006.0}, {""name"": ""Anstey Michael"", ""role"": ""Dir"", ""date"": ""2019-05-28"", ""price"": 14.0, ""value"": 4400004.0}, {""name"": ""Bingham Kate"", ""role"": ""Dir"", ""date"": ""2019-05-28"", ""price"": 14.0, ""value"": 5400010.0}, {""name"": ""Harland Deborah"", ""role"": ""Dir"", ""date"": ""2019-05-28"", ""price"": 14.0, ""value"": 5399996.0}, {""name"": ""Glaxosmithkline Plc"", ""role"": ""Dir, 10%"", ""date"": ""2019-05-28"", ""price"": 14.0, ""value"": 5399996.0}]",14.0,217.3,$200M-$500M,12.279999732971191,,,,False,13.050000190734863,7.3,True,False,12.34000015258789,-5.19,-4.78,-16.45,-28.77,-37.7,-32.33,2019-06-04,2019-06-07,2019-06-27,2019-07-29,2019-08-26,2019-11-25,1.2269,1.6988,3.9312,5.636,-0.5337,9.6936,-6.4169,-6.4788,-20.3812,-34.406,-37.1663,-42.0236,False,
CALX,"Calix, Inc.",2019-05-29,2019-05-13,2019-05-29,992090,3,3,,"[{""name"": ""Listwin Donald J"", ""role"": ""Dir"", ""date"": ""2019-05-13"", ""price"": 6.72, ""value"": 100869.0}, {""name"": ""Plants J Daniel"", ""role"": ""Dir"", ""date"": ""2019-05-14"", ""price"": 6.52, ""value"": 334030.0}, {""name"": ""Plants J Daniel"", ""role"": ""Dir"", ""date"": ""2019-05-16"", ""price"": 6.57, ""value"": 178107.0}, {""name"": ""Denuccio Kevin A"", ""role"": ""Dir"", ""date"": ""2019-05-22"", ""price"": 6.62, ""value"": 221807.0}, {""name"": ""Plants J Daniel"", ""role"": ""Dir"", ""date"": ""2019-05-29"", ""price"": 6.21, ""value"": 157277.0}]",6.52,336.6,$200M-$500M,6.199999809265137,11.109999656677246,6.380000114440918,-44.2,True,7.400000095367432,-11.9,True,False,6.139999866485596,-0.16,0.16,6.84,4.4,-4.72,26.38,2019-06-05,2019-06-10,2019-06-28,2019-07-29,2019-08-27,2019-11-25,1.5278,2.5823,5.4879,5.9288,-1.7369,9.9977,-1.6878,-2.4223,1.3521,-1.5288,-2.9831,16.3823,False,
NFE,New Fortress Energy Inc.,2019-05-31,2019-05-17,2019-05-31,2298926,3,3,,"[{""name"": ""Griffin C. William"", ""role"": ""Dir"", ""date"": ""2019-05-17"", ""price"": 12.52, ""value"": 894975.0}, {""name"": ""Mack John J"", ""role"": ""Dir"", ""date"": ""2019-05-17"", ""price"": 12.45, ""value"": 434215.0}, {""name"": ""Grain David J"", ""role"": ""Dir"", ""date"": ""2019-05-17"", ""price"": 12.65, ""value"": 358892.0}, {""name"": ""Griffin C. William"", ""role"": ""Dir"", ""date"": ""2019-05-20"", ""price"": 12.97, ""value"": 369858.0}, {""name"": ""Mack John J"", ""role"": ""Dir"", ""date"": ""2019-05-21"", ""price"": 12.98, ""value"": 126986.0}, {""name"": ""Grain David J"", ""role"": ""Dir"", ""date"": ""2019-05-31"", ""price"": 11.4, ""value"": 114000.0}]",12.56,1603.9,$500M-$3B,9.553165435791016,13.96975040435791,8.350238800048828,-31.6,True,11.107309341430664,13.1,True,False,8.868287086486816,1.49,-0.99,17.52,21.88,58.91,48.42,2019-06-07,2019-06-10,2019-07-01,2019-07-30,2019-08-29,2019-11-27,3.0676,3.6756,7.0235,8.2164,2.231,12.03,-1.5776,-4.6656,10.4965,13.6636,56.679,36.39,False,
EOLS,"Evolus, Inc.",2019-06-03,2019-05-20,2019-06-03,37880131,3,3,,"[{""name"": ""Romine Kristine"", ""role"": ""Dir"", ""date"": ""2019-05-20"", ""price"": 19.25, ""value"": 780819.0}, {""name"": ""Blank Simone"", ""role"": ""Dir"", ""date"": ""2019-05-20"", ""price"": 19.25, ""value"": 12099318.0}, {""name"": ""Malik Vikram"", ""role"": ""Dir"", ""date"": ""2019-06-03"", ""price"": 19.25, ""value"": 24999994.0}]",19.25,387.3,$200M-$500M,14.170000076293945,38.4900016784668,10.569999694824219,-63.2,False,24.350000381469727,-20.9,True,False,14.069999694824219,0.57,-0.92,0.07,20.33,14.5,-1.07,2019-06-10,2019-06-13,2019-07-03,2019-08-02,2019-09-03,2019-12-02,1.0589,1.9379,4.4292,1.9698,-1.9865,7.4319,-0.4889,-2.8579,-4.3592,18.3602,16.4865,-8.5019,False,
LILA,Liberty Latin America Ltd.,2019-06-05,2019-05-14,2019-06-05,20275162,3,3,,"[{""name"": ""Noyes Christopher J"", ""role"": ""SVP, CFO"", ""date"": ""2019-05-14"", ""price"": 17.91, ""value"": 179113.0}, {""name"": ""Nair Balan"", ""role"": ""Pres, CEO"", ""date"": ""2019-05-14"", ""price"": 17.83, ""value"": 249654.0}, {""name"": ""Zinterhofer Eric Louis"", ""role"": ""Dir"", ""date"": ""2019-06-05"", ""price"": 17.49, ""value"": 19846395.0}]",17.5,2956.6,$500M-$3B,16.29594612121582,20.82940673828125,13.317625045776367,-21.8,False,20.30160140991211,-13.8,True,False,16.720075607299805,1.01,3.78,-1.63,-14.21,-7.61,-3.16,2019-06-12,2019-06-17,2019-07-05,2019-08-05,2019-09-03,2019-12-02,1.1148,1.9871,4.9615,-0.8533,-1.751,7.6901,-0.1048,1.7929,-6.5915,-13.3567,-5.859,-10.8501,False,
CC,The Chemours Company,2019-06-10,2019-05-16,2019-06-10,2309112,3,3,,"[{""name"": ""Bell Bradley J"", ""role"": ""Dir"", ""date"": ""2019-05-16"", ""price"": 24.06, ""value"": 120300.0}, {""name"": ""Kelliher Susan M."", ""role"": ""SVP, People, Health Services"", ""date"": ""2019-05-17"", ""price"": 23.06, ""value"": 149878.0}, {""name"": ""Vergnano Mark P"", ""role"": ""Pres, CEO"", ""date"": ""2019-06-10"", ""price"": 23.17, ""value"": 1019467.0}, {""name"": ""Vergnano Mark P"", ""role"": ""Pres, CEO"", ""date"": ""2019-06-10"", ""price"": 23.17, ""value"": 1019467.0}]",23.21,2852.6,$500M-$3B,17.397510528564453,37.668609619140625,15.973594665527344,-53.8,True,23.696157455444336,-2.1,True,False,18.06402587890625,-1.34,2.1,-17.65,-43.98,-32.18,-27.75,2019-06-17,2019-06-20,2019-07-10,2019-08-09,2019-09-09,2019-12-09,0.976,2.9989,3.251,-0.0985,0.7571,8.1666,-2.316,-0.8989,-20.901,-43.8815,-32.9371,-35.9166,False,
